disease_id	disease_name	source_id	maxo_id	maxo_name	hpo_id	relation	evidence	extension_id	extension_name	comment	other	author	last_updated	created
MONDO:0009563	maple syrup urine disease	PMID:20061171	MAXO:0010102	dietary branched-chain amino acid intake avoidance	HP:0000118	prevents	PCS					0000-0002-0736-9199		2025-05-10
MONDO:0009563	maple syrup urine disease	PMID:21660401	MAXO:0035079	neonatologist evaluation	HP:0000118	treats	PCS					0000-0002-0736-9199		2025-05-10
MONDO:0009563	maple syrup urine disease	PMID:23250513	MAXO:0000762	parenteral nutrition intake	HP:0000118	treats	PCS					0000-0002-0736-9199		2025-05-10
MONDO:0009563	maple syrup urine disease	PMID:29753318	MAXO:0000702	obstetrics and gynecology specialist evaluation	HP:0000118	treats	PCS					0000-0002-0736-9199		2025-05-10
MONDO:0009563	maple syrup urine disease	PMID:24618664	MAXO:0000702	obstetrics and gynecology specialist evaluation	HP:0000118	prevents	PCS					0000-0002-0736-9199		2025-05-10
MONDO:0009563	maple syrup urine disease	PMID:30712285	MAXO:0001175	liver transplantation	HP:0000118	treats	PCS					0000-0002-0736-9199		2025-05-10
MONDO:0009563	maple syrup urine disease	PMID:34687480	MAXO:0001175	liver transplantation	HP:0000118	prevents	PCS					0000-0002-0736-9199		2025-05-10
MONDO:0009563	maple syrup urine disease	PMID:28612395	MAXO:0001175	liver transplantation	HP:0000118	prevents	PCS					0000-0002-0736-9199		2025-05-10
MONDO:0009563	maple syrup urine disease	PMID:26869348	MAXO:0001175	liver transplantation	HP:0000118	unknown	PCS					0000-0002-0736-9199		2025-05-10
MONDO:0009563	maple syrup urine disease	PMID:21839471	MAXO:0001175	liver transplantation	HP:0000118	unknown	PCS					0000-0002-0736-9199		2025-05-10
MONDO:0009563	maple syrup urine disease	PMID:25677046	MAXO:0001175	liver transplantation	HP:0000118	treats	PCS					0000-0002-0736-9199		2025-05-10
MONDO:0009563	maple syrup urine disease	PMID:27357264	MAXO:0001175	liver transplantation	HP:0000118	prevents	PCS					0000-0002-0736-9199		2025-05-10
MONDO:0009563	maple syrup urine disease	PMID:23829516	MAXO:0001175	liver transplantation	HP:0000118	prevents	PCS					0000-0002-0736-9199		2025-05-10
MONDO:0009563	maple syrup urine disease	PMID:26786177	MAXO:0001175	liver transplantation	HP:0000118	prevents	PCS					0000-0002-0736-9199		2025-05-10
