disease_id	disease_name	source_id	maxo_id	maxo_name	hpo_id	relation	evidence	extension_id	extension_name	comment	other	author	last_updated	created
MONDO:0018088	familial Mediterranean fever	PMID:30062447	MAXO:0001488	interleukin-1 receptor inhibitor therapy	HP:0000118	prevents	PCS					0000-0002-0736-9199		2025-05-08
MONDO:0018088	familial Mediterranean fever	PMID:31230112	MAXO:0000058	pharmacotherapy	HP:0000118	treats	PCS					0000-0002-0736-9199		2025-05-08
MONDO:0018088	familial Mediterranean fever	PMID:30338514	MAXO:0000058	pharmacotherapy	HP:0000118	unknown	PCS					0000-0002-0736-9199		2025-05-08
MONDO:0018088	familial Mediterranean fever	PMID:31400972	MAXO:0000015	biologic therapy	HP:0000118	prevents	PCS					0000-0002-0736-9199		2025-05-08
MONDO:0018088	familial Mediterranean fever	PMID:31273456	MAXO:0000015	biologic therapy	HP:0000118	treats	PCS					0000-0002-0736-9199		2025-05-08
MONDO:0018088	familial Mediterranean fever	PMID:30556769	MAXO:0000015	biologic therapy	HP:0000118	treats	PCS					0000-0002-0736-9199		2025-05-08
MONDO:0018088	familial Mediterranean fever	PMID:29663815	MAXO:0000015	biologic therapy	HP:0000118	prevents	PCS					0000-0002-0736-9199		2025-05-08
MONDO:0018088	familial Mediterranean fever	PMID:29981275	MAXO:0010043	whole kidney transplantation	HP:0001917	treats	PCS					0000-0002-0736-9199		2025-05-08
MONDO:0018088	familial Mediterranean fever	PMID:33087008	MAXO:0000015	biologic therapy	HP:0001917	prevents	PCS					0000-0002-0736-9199		2025-05-08
MONDO:0018088	familial Mediterranean fever	PMID:36542475	MAXO:0001488	interleukin-1 receptor inhibitor therapy	HP:0000118	treats	PCS					0000-0002-0736-9199		2025-05-08
MONDO:0018088	familial Mediterranean fever	PMID:32000860	MAXO:0001488	interleukin-1 receptor inhibitor therapy	HP:0000118	treats	PCS					0000-0002-0736-9199		2025-05-08
MONDO:0018088	familial Mediterranean fever	PMID:32556219	MAXO:0001488	interleukin-1 receptor inhibitor therapy	HP:0000118	prevents	PCS					0000-0002-0736-9199		2025-05-08
MONDO:0018088	familial Mediterranean fever	PMID:34521444	MAXO:0000015	biologic therapy	HP:0000118	treats	PCS					0000-0002-0736-9199		2025-05-08
MONDO:0018088	familial Mediterranean fever	PMID:34970831	MAXO:0000602	hemodialysis	HP:4000041	treats	PCS					0000-0002-0736-9199		2025-05-08
