disease_id	disease_name	source_id	maxo_id	maxo_name	hpo_id	relation	evidence	extension_id	extension_name	comment	other	author	last_updated	created
MONDO:0001734	tuberous sclerosis	PMID:32064596	MAXO:0001573	topical pharmacotherapy	HP:0009720	treats	PCS	CHEBI:9168	sirolimus			0000-0002-0736-9199		2025-05-11
MONDO:0001734	tuberous sclerosis	PMID:32125970	MAXO:0000058	pharmacotherapy	HP:0012798	treats	PCS	CHEBI:9150	simvastatin			0000-0002-0736-9199		2025-05-11
MONDO:0001734	tuberous sclerosis	PMID:32169621	MAXO:0000943	deep brain stimulation	HP:0001250	treats	PCS					0000-0002-0736-9199		2025-05-11
MONDO:0001734	tuberous sclerosis	PMID:32208007	MAXO:0000004	surgical procedure	HP:0001250	treats	PCS					0000-0002-0736-9199		2025-05-11
MONDO:0001734	tuberous sclerosis	PMID:32296505	MAXO:0001573	topical pharmacotherapy	HP:0009720	prevents	PCS	CHEBI:9168	sirolimus			0000-0002-0736-9199		2025-05-11
MONDO:0001734	tuberous sclerosis	PMID:32381101	MAXO:0000058	pharmacotherapy	HP:0000737	treats	PCS	CHEBI:3213	bumetanide			0000-0002-0736-9199		2025-05-11
MONDO:0001734	tuberous sclerosis	PMID:32413817	MAXO:0030010	ketogenic diet intake	HP:0001250	treats	PCS					0000-0002-0736-9199		2025-05-11
MONDO:0001734	tuberous sclerosis	PMID:32448667	MAXO:0010043	whole kidney transplantation	HP:0000118	prevents	PCS					0000-0002-0736-9199		2025-05-11
MONDO:0001734	tuberous sclerosis	PMID:32468241	MAXO:0000449	surgical extirpation	HP:0009718	prevents	PCS					0000-0002-0736-9199		2025-05-11
MONDO:0001734	tuberous sclerosis	PMID:32525215	MAXO:0000702	obstetrics and gynecology specialist evaluation	HP:0000118	treats	PCS					0000-0002-0736-9199		2025-05-11
MONDO:0001734	tuberous sclerosis	PMID:32636160	MAXO:0000751	clinical surveilance	HP:0006772	treats	PCS					0000-0002-0736-9199		2025-05-11
MONDO:0001734	tuberous sclerosis	PMID:33222391	MAXO:0000453	laser ablation therapy	HP:0100804	treats	PCS					0000-0002-0736-9199		2025-05-11
MONDO:0001734	tuberous sclerosis	PMID:34048926	MAXO:0001573	topical pharmacotherapy	HP:0009720	treats	PCS	CHEBI:9168	sirolimus			0000-0002-0736-9199		2025-05-11
MONDO:0001734	tuberous sclerosis	PMID:34190204	MAXO:0000449	surgical extirpation	HP:0009718	treats	PCS					0000-0002-0736-9199		2025-05-11
MONDO:0001734	tuberous sclerosis	PMID:34693520	MAXO:0000058	pharmacotherapy	HP:0001250	treats	PCS	CHEBI:68478	everolimus			0000-0002-0736-9199		2025-05-11
MONDO:0001734	tuberous sclerosis	PMID:34883463	MAXO:0000942	vagus nerve stimulation	HP:0001250	unknown	PCS					0000-0002-0736-9199		2025-05-11
MONDO:0001734	tuberous sclerosis	PMID:35032101	MAXO:0000456	thermal ablation therapy	HP:0001250	treats	PCS					0000-0002-0736-9199		2025-05-11
MONDO:0001734	tuberous sclerosis	PMID:35430095	MAXO:0010043	whole kidney transplantation	HP:0003774	treats	PCS					0000-0002-0736-9199		2025-05-11
MONDO:0001734	tuberous sclerosis	PMID:36000491	MAXO:0000167	anticonvulsant agent therapy	HP:0001250	treats	PCS					0000-0002-0736-9199		2025-05-11
MONDO:0001734	tuberous sclerosis	PMID:36637274	MAXO:0000004	surgical procedure	HP:0001250	treats	PCS					0000-0002-0736-9199		2025-05-11
MONDO:0001734	tuberous sclerosis	PMID:36800747	MAXO:0000449	surgical extirpation	HP:0009718	treats	PCS					0000-0002-0736-9199		2025-05-11
MONDO:0001734	tuberous sclerosis	PMID:38785339	MAXO:0000058	pharmacotherapy	HP:0004755	treats	PCS					0000-0002-0736-9199		2025-05-11
MONDO:0001734	tuberous sclerosis	PMID:36054862	MAXO:0000058	pharmacotherapy	HP:0001250	treats	PCS	CHEBI:69478	cannabidiol			0000-0002-0736-9199		2025-05-11
MONDO:0001734	tuberous sclerosis	PMID:36054862	MAXO:0000058	pharmacotherapy	HP:0001250	treats	PCS	CHEBI:63638	vigabatrin			0000-0002-0736-9199		2025-05-11
MONDO:0001734	tuberous sclerosis	PMID:37549660	MAXO:0000646	cancer chemotherapy	HP:0012191	treats	PCS					0000-0002-0736-9199		2025-05-11
MONDO:0001734	tuberous sclerosis	PMID:37922551	MAXO:0000449	surgical extirpation	HP:0009718	treats	PCS					0000-0002-0736-9199		2025-05-11
MONDO:0001734	tuberous sclerosis	PMID:38728593	MAXO:0000453	laser ablation therapy	HP:0009720	treats	PCS					0000-0002-0736-9199		2025-05-11
MONDO:0001734	tuberous sclerosis	PMID:38778713	MAXO:0010043	whole kidney transplantation	HP:0003774	treats	PCS					0000-0002-0736-9199		2025-05-11
MONDO:0001734	tuberous sclerosis	PMID:39088193	MAXO:0000058	pharmacotherapy	HP:0001250	treats	PCS	CHEBI:69478	cannabidiol			0000-0002-0736-9199		2025-05-11
MONDO:0001734	tuberous sclerosis	PMID:39121325	MAXO:0000058	pharmacotherapy	HP:0001250	prevents	PCS	CHEBI:68478	everolimus			0000-0002-0736-9199		2025-05-11
MONDO:0001734	tuberous sclerosis	PMID:36862522	MAXO:0000058	pharmacotherapy	HP:0001250	treats	PCS					0000-0002-0736-9199		2025-05-11
MONDO:0001734	tuberous sclerosis	PMID:39293735	MAXO:0000449	surgical extirpation	HP:0001250	treats	PCS					0000-0002-0736-9199		2025-05-11
