disease_id	disease_name	source_id	maxo_id	maxo_name	hpo_id	relation	evidence	extension_id	extension_name	comment	other	author	last_updated	created
MONDO:0019391	Fanconi anemia	PMID:33275667	MAXO:0000747	hematopoietic stem cell transplantation	HP:0000118	prevents	PCS					0000-0002-0736-9199		2025-05-09
MONDO:0019391	Fanconi anemia	PMID:33781527	MAXO:0001479	allogeneic hematopoietic stem cell transplantation	HP:0000118	prevents	PCS					0000-0002-0736-9199		2025-05-09
MONDO:0019391	Fanconi anemia	PMID:33606297	MAXO:0001479	allogeneic hematopoietic stem cell transplantation	HP:0000118	treats	PCS					0000-0002-0736-9199		2025-05-09
MONDO:0019391	Fanconi anemia	PMID:34417960	MAXO:0000014	radiation therapy	HP:0002860	treats	PCS					0000-0002-0736-9199		2025-05-09
MONDO:0019391	Fanconi anemia	PMID:34735020	MAXO:0000449	surgical extirpation	HP:0012182	treats	PCS					0000-0002-0736-9199		2025-05-09
MONDO:0019391	Fanconi anemia	PMID:35202716	MAXO:0000747	hematopoietic stem cell transplantation	HP:0005528	treats	PCS					0000-0002-0736-9199		2025-05-09
MONDO:0019391	Fanconi anemia	PMID:36257981	MAXO:0000747	hematopoietic stem cell transplantation	HP:0000118	treats	PCS					0000-0002-0736-9199		2025-05-09
MONDO:0019391	Fanconi anemia	PMID:36125134	MAXO:0000747	hematopoietic stem cell transplantation	HP:0000118	unknown	PCS					0000-0002-0736-9199		2025-05-09
MONDO:0019391	Fanconi anemia	PMID:33303901	MAXO:0000747	hematopoietic stem cell transplantation	HP:0000118	treats	PCS					0000-0002-0736-9199		2025-05-09
MONDO:0019391	Fanconi anemia	PMID:34669643	MAXO:0000747	hematopoietic stem cell transplantation	HP:0000118	treats	PCS					0000-0002-0736-9199		2025-05-09
MONDO:0019391	Fanconi anemia	PMID:36714935	MAXO:0000747	hematopoietic stem cell transplantation	HP:0005528	treats	PCS					0000-0002-0736-9199		2025-05-09
MONDO:0019391	Fanconi anemia	PMID:36891729	MAXO:0000747	hematopoietic stem cell transplantation	HP:0000118	treats	PCS					0000-0002-0736-9199		2025-05-09
MONDO:0019391	Fanconi anemia	PMID:36259220	MAXO:0000747	hematopoietic stem cell transplantation	HP:0005528	treats	PCS					0000-0002-0736-9199		2025-05-09
MONDO:0019391	Fanconi anemia	PMID:32835780	MAXO:0000747	hematopoietic stem cell transplantation	HP:0000118	treats	PCS					0000-0002-0736-9199		2025-05-09
MONDO:0019391	Fanconi anemia	PMID:33122581	MAXO:0001479	allogeneic hematopoietic stem cell transplantation	HP:0000118	prevents	PCS					0000-0002-0736-9199		2025-05-09
MONDO:0019391	Fanconi anemia	PMID:33656536	MAXO:0000747	hematopoietic stem cell transplantation	HP:0000118	prevents	PCS					0000-0002-0736-9199		2025-05-09
