19620038	Purpura-associated congenital lymphedema. An 8-year-old girl referred to our Department for a two-month worsening of congenital primary lymphedema of the lower limb and for the appearance of several purpuric lesions on the right thigh and knee. We diagnosed a lichenoid pigmented purpura of Gougerot and Blum in a patient with Milroy disease, complicated by an insufficiency of anterior saphena. We treated the patient with topical steroids and compression stockings, until surgical intervention of phlebectomy. We report this case for the rarity of the disease, for the even more rare association with lichenoid pigmented purpura and for cutaneous immunopathological findings.
6983249	Use of isosulfan blue for identification of lymphatic vessels: experimental and clinical evaluation. Use of vital dyes for identification of lymphatic vessels before cannulation has heretofore not been approved by the Food and Drug Administration (FDA). The suitability of isosulfan blue, the 2,5 disulfonic acid isomer of Patent Blue, for this purpose was evaluated experimentally in the rat and clinically in 11 volunteers and 543 patients under an investigational new drug application. FDA approval for this drug has been obtained. Volunteers and patients received up to 15 mg of a 1% sterile, pyrogen-free solution per extremity (total dose of 0.4 mg/kg in the average patient). Excellent identification of lymphatic vessels was achieved in 100% of volunteers and in 97.4% of patients. In the other 2.6%, lymphatic vessels were not identified mainly due to congenital lymphatic vascular (Milroy) disease. Baseline blood chemistry in volunteers was not altered after administration of the dye. No adverse reactions were found in volunteers and minimal allergic reactions occurred in less than 1% of patients. Acute toxicity studies demonstrated an LD50 greater than 150 mg/kg in the rat. Isosulfan blue was excreted unchanged in the urine (7%) and feces. Comparable excretion was found in volunteers. Isosulfan blue is a safe and efficacious vital dye for lymphangiography.
36538874	Two novel variations p.(Ser1275Thr) and p.(Ser1275Arg) in FLT4 causing prenatal hereditary lymphedema type 1. BACKGROUND: Hereditary lymphedema 1 is a rare congenital condition, characterized by the development of chronic swelling in body parts. It is highly variable in expression and age of onset with different presentations: from feet edema to hydrops fetalis. This affection is genetically heterogeneous with autosomal dominant inheritance and incomplete penetrance due to a mutation in the FLT4 gene in most cases. CASES: In our study, we report on two fetuses harboring congenital lymphedema with FLT4 variation and review the prenatal confirmed ones of the literatures. Our cases were selected within fetuses explored by exome sequencing in a diagnosis setting. Prenatal ultrasonography showed hydrops fetalis in one case and an increased nuchal translucency with hydrothorax in the other. Comparative genomic hybridization array on amniocentesis was normal in both cases. Exome sequencing identified a variation p.(Ser1275Thr) and p.(Ser1275Arg) in fetus 1 and fetus 2 in the FLT4 gene, respectively. A de novo mutation at the same codon was reported in prenatal literature suggesting possible genotype phenotype correlation. CONCLUSION: Cystic hygroma/hydrops fetalis are possible manifestations of several disorders. This study illustrates how the integration of exome sequencing in prenatal clinical practice can facilitate the diagnosis and genetic counseling of heterogeneous developmental affections.
20447153	A new classification system for primary lymphatic dysplasias based on phenotype. Traditional classification systems for lymphoedema are of limited use for the diagnosis of specific forms of primary lymphoedema. The understanding of primary lymphoedema has been impeded by confusing terminology and a tendency to simply divide patients into three categories based on the age of onset: lymphoedema congenita manifests at or shortly after birth, lymphoedema praecox is apparent before the age of 35 years and lymphoedema tarda manifests thereafter. The clinical presentation in the spectrum of primary lymphoedema disorders is very variable; the phenotypes of primary lymphoedema conditions vary in the age of onset, site of the oedema, inheritance patterns, associated features and genetic causes. Different inheritance patterns are recognised and there are numerous associated anomalies. Some subgroups, such as Milroy disease and Lymphoedema distichiasis, are well characterised, but others are not. A new clinical classification for primary lymphoedema has been developed as a diagnostic algorithm. Its use is demonstrated on 333 probands referred to our lymphoedema clinic. Grouping patients by accurate phenotyping facilitates molecular investigations, understanding of inheritance patterns, and the natural history of different types of primary lymphoedema. Descriptions of the diagnostic categories, some of which have not been previously clearly defined as distinct clinical entities, are illustrated by clinical cases.
26312726	Stewart-Treves Syndrome of the Lower Extremity. Stewart-Treves syndrome is a rare cutaneous angiosarcoma that develops in long-standing chronic lymphedema. Though most commonly this angiosarcoma is a result of post mastectomy lymphoedema, it also develops in Milroy disease, idiopathic, congenital, traumatic and filarial lymphoedema. Despite the rarity of this syndrome and its poor prognosis, early diagnosis associated with radical surgery can provide improved survival. We report a case of angiosarcoma in the lower limb in a patient with chronic lymphedema associated with history of repeated erysipela episodes. 
17853615	Fluorescence microlymphography: diagnostic potential in lymphedema and basis for the measurement of lymphatic pressure and flow velocity. Fluorescence microlymphography (FML) is an almost atraumatic technique used to visualize the superficial skin network of initial lymphatics through the intact skin of man. Visualization was performed with an incident light fluorescence microscope following subepidermal injection of minute amounts of FITC-dextran 150,000 using microneedles. Emanating from the bright dye depot, the surrounding network of microvessels is filled, documentation performed by photography or video film. In congenital Milroy lymphedema, a lack of microlymphatics (aplasia) is typical while in other primary lymphedemas and in secondary lymphedema after mastectomy or irradiation of proximal lymph nodes, the network remains intact but the depicted area is enlarged. Lymphatic microangiopathy characterized by obliterations of capillary meshes or mesh segments develops in phleboedema with trophic skin changes, progressive systemic sclerosis and Fabry's disease. In lipedema, lymphatic microaneurysms are stained. Microlymphatic pressure may also be measured using FML. For this purpose, glass micropipettes are inserted into the capillaries by means of a micromanipulator and pressure is determined by the servo-nulling technique. Normal subjects produced significantly lower pressure (7.9 +/- 3.4 mmHg) compared to patients with primary lymphedema (15.0 +/- 5.1 mmHg, p<0.001). This characteristic lymphatic hypertension may be improved by complex physiotherapy or local application of prostaglandins. Additionally, a modification of the FML procedure can be used to measure lymphatic capillary flow velocity in controls and patients. FML is suited to confirm the clinical diagnosis of lymphedema, contributes to distinguish among various forms of edema, and is useful in clinical research. In addition, FML has also become a tool for experimental animal studies including the depiction of gastric microlymphatics, the measurement of flow velocity in the naked mouse tail, and in evaluation of lymphangiogenesis in a model of Milroy disease.
15689446	Milroy disease and the VEGFR-3 mutation phenotype. Primary congenital lymphoedema (Milroy disease) is a rare autosomal dominant condition for which a major causative gene defect has recently been determined. Mutations in the vascular endothelial growth factor receptor 3 (VEGFR-3) gene have now been described in 13 families world-wide. This is a review of the condition based on the clinical findings in 71 subjects from 10 families. All 71 individuals have a mutation in VEGFR-3. Ninety per cent of the 71 individuals carrying a VEGFR-3 mutation showed signs of oedema, which was confined in all cases to the lower limbs. In all but two cases onset of swelling was from birth. Other symptoms and signs included cellulitis (20%), large calibre leg veins (23%), papillomatosis (10%), and upslanting toenails (10%). In males, hydrocoele was the next most common finding after oedema (37%). Thorough clinical examination of these patients indicates that there are few clinical signs in addition to lower limb oedema. Rigorous phenotyping of patients produces a high yield of VEGFR-3 mutations.
12558846	Verruciform xanthoma in association with milroy disease and leaky capillary syndrome. An 18-year-old Caucasian boy with Milroy disease involving the right leg presented with erythematous, smooth-topped, waxy papules on the dorsum of his right foot. A 12-year-old Caucasian girl with leaky capillary syndrome presented with hemorrhagic verrucous papules on the dorsum of the toes of both feet. Histopathologic analysis revealed changes consistent with xanthoma. Both patients were treated with leg compression, curettage, and electrodesiccation. Although similar papules have been described in the setting of lymphedema from other causes, this is the first report of verruciform xanthoma associated with Milroy disease or leaky capillary syndrome.
20536741	Lymphatic dysfunction, not aplasia, underlies Milroy disease. OBJECTIVE: Milroy disease is an inherited autosomal dominant lymphoedema caused by mutations in the gene for vascular endothelial growth factor receptor-3 (VEGFR-3, also known as FLT4). The phenotype has to date been ascribed to lymphatic aplasia. We further investigated the structural and functional defects underlying the phenotype in humans. METHODS: The skin of the swollen foot and the non-swollen forearm was examined by (i) fluorescence microlymphangiography, to quantify functional initial lymphatic density in vivo; and (ii) podoplanin and LYVE-1 immunohistochemistry of biopsies, to quantify structural lymphatic density. Leg vein function was assessed by colour Doppler duplex ultrasound. RESULTS: Milroy patients exhibited profound (86-91%) functional failure of the initial lymphatics in the foot; the forearm was unimpaired. Dermal lymphatics were present in biopsies but density was reduced by 51-61% (foot) and 26-33% (forearm). Saphenous venous reflux was present in 9/10 individuals with VEGFR3 mutations, including two carriers. CONCLUSION: We propose that VEGFR3 mutations in humans cause lymphoedema through a failure of tissue protein and fluid absorption. This is due to a profound functional failure of initial lymphatics and is not explained by microlymphatic hypoplasia alone. The superficial venous valve reflux indicates the dual role of VEGFR-3 in lymphatic and venous development.
34681005	FLT4 Mutations Are Associated with Segmental Lymphatic Dysfunction and Initial Lymphatic Aplasia in Patients with Milroy Disease. This study explored mutations in the Fms-related tyrosine kinase 4/vascular endothelial growth factor receptor 3 gene (FLT4) and lymphatic defects in patients with Milroy disease (MD). Twenty-nine patients with lower limb lymphedema were enrolled. Sixteen patients had a familial history of MD, while 13 patients exhibited sporadic MD. Clinical signs, FLT4 mutations, indocyanine green (ICG) lymphography findings, and skin tissue immunohistochemical staining results were evaluated. Twenty-eight variants in FLT4 were identified. Twelve of these have previously been reported, while 16 are novel. Of the 28 variants, 26 are missense mutations, and the remaining two comprise a splicing mutation and a non-frame shift mutation. Twenty-five variants are located in the intracellular protein tyrosine kinase domain; three are located in the extracellular immunoglobulin domain. Substantially delayed contrast-enhanced tortuous lymphatic vessels were visualized to the ankle or knee level in 15 of 23 patients who underwent ICG lymphography. No initial lymphatic vessels were visualized in skin specimens from four patients who did not exhibit lymphatic vessels during imaging analyses. No specific variant was identified in relation to the unique clinical phenotype. Segmental dysfunction of lymphatic vessels and initial lymphatic aplasia are present in MD patients with FLT4 mutations.
