PMID	Title	Abstract
28669521	Management of delayed hemolytic transfusion reaction in sickle cell disease: Prevention, diagnosis, treatment.	Transfusion remains a key treatment of sickle cell disease complications. However, delayed hemolytic transfusion reaction, the most serious complication of transfusion, may be life-threatening if hyperhemolysis develops. This syndrome is generally underdiagnosed because its biological and clinical features resemble those of vaso-occlusive crisis, and red blood cell antibodies are frequently absent. Further transfusions may aggravate the symptoms, leading to severe multiple organ failure and death. It is therefore essential to prevent, diagnose and treat this syndrome efficiently. Prevention is based principally on the attenuation of allo-immunization through the provision of extended-matched RBCs or the use of rituximab. However, such treatment may be insufficient. Early diagnosis might make it possible to implement specific treatments in some cases, thereby avoiding the need for secondary transfusion. Diagnosis is dependent on the knowledge of the medical staff. Finally, many treatments, including steroids, immunoglobulins, erythropoietin and eculizumab, have been used to improve outcome. Improvements in our knowledge of the specific features of DHTR in SCD should facilitate management of this syndrome.
37541800	Global burden of transfusion in sickle cell disease.	Sickle cell disease (SCD) is the most common hereditary hemoglobinopathy. The underlying pathophysiology of the red blood cell (RBC) leads to pan-systemic complications which manifest at an early age. While curative and disease-modifying treatments exist for SCD, a key intervention in the management and treatment of SCD is RBC transfusion, which can alleviate or prevent many complications. SCD patients often require chronic RBC transfusion therapy which can result in complications, such as iron overload, alloimmunization and infection. In low- and middle-income countries (LMICs), SCD patients lack appropriate access to healthcare such as newborn screening, health education, prophylaxis for infection, and treatments to reduce both mortality and SCD-related adverse effects. Poor access to RBCs for transfusion, coupled with donated blood not meeting safety standards set by the World Health Organization, presents a significant barrier for patients requiring chronic transfusions in LMICs. Unmet needs associated with blood collection, blood component processing and recipient matching all pose a serious problem in many LMICs, although this varies depending on geographic location, political organizations and economy. This review aims to provide an overview of the global burden of SCD, focusing on the availability of current treatments and the burden of chronic RBC transfusions in patients with SCD.
35929611	The effect of intensity of conditioning regimen on the outcome of HSCT in children with sickle cell disease.	BACKGROUND: Allogeneic hematopoietic stem cell transplantation (HSCT) provides a cure for patients with sickle cell disease (SCD). This study describes the effect of conditioning regimen intensity on HSCT outcomes among children younger than 14 years with SCD. METHODS: Transplants from HLA-matched related donors (MRD) and unrelated donors (MUD) using either myeloablative conditioning (MAC) regimens or reduced intensity conditioning (RIC) regimens were considered. Event-free survival (EFS) was the primary endpoint. Secondary endpoints included overall survival (OS) and occurrence of GVHD. RESULTS: 48 SCD patients underwent HSCT, 45 (93.8%) patients had MRD, 1 (2.1%) had 9/10 related donor, and 2 (4.1%) had MUD. The median age at transplant was 8.6 years (range, 3.1-13.8). Conditioning regimens were myeloablative (MAC) in 41 (85.4%) patients and of reduced intensity in 7 (14.6%) patients. EFS at 2 years was 100% among MAC group compared to 29% in the RIC group (p < .001). The median follow-up was 43.4 months (range 26.8-134). All events in the RIC group were secondary graft failure. However, OS was 100% in both groups at 2 years. Acute GVHD II-IV was diagnosed in 2 (4.1%) patients. Chronic GVHD occurred in 2 (4.1%) patients. GVHD did not occur in patients who underwent MUD HSCT. CONCLUSIONS: MAC in children with SCD is well tolerated and associated with an excellent outcome for HLA-matched HSCT in SCD. There was a high rate of secondary graft failure with the use of RIC. Future studies are needed to optimize RIC regimens in HSCT of children with SCD.
37023225	Managing Sickle Cell Disease in Patients for Whom Blood Transfusion Is Not an Option.	Sickle Cell Disease (SCD) is a hereditary blood disorder affecting beta hemoglobin. This disorder causes sickle-shaped red blood cells with decreased oxygen-carrying capacity resulting in vaso-occlusive crises. These crises are often treated with analgesics, antibiotics, IV fluids, supplementary oxygen, and allogeneic blood transfusion. This treatment regimen becomes complicated when caring for SCD patients for whom blood transfusion is not an option. Blood transfusion may not be an option due to the patient's religious, personal, or medical concerns and in scenarios where blood is not available for transfusion. Some examples include the patient being a Jehovah's Witness, blood-borne pathogens concerns, or prior history of multiple alloantibodies and severe transfusion reactions. The number of patients in these categories is growing. The patients and their autonomy should be respected during treatment. This review focuses on the currently available modalities to best manage this subgroup of SCD patients without blood transfusion, including new professional guidelines and new therapies to reduce the severity of SCD as approved by the Food and Drug Administration since 2017.
29112240	Splenectomy versus conservative management for acute sequestration crises in people with sickle cell disease.	BACKGROUND: Acute splenic sequestration crises are a complication of sickle cell disease, with high mortality rates and frequent recurrence in survivors of first attacks. Splenectomy and blood transfusion, with their consequences, are the mainstay of long-term management used in different parts of the world. This is a 2017 update of a Cochrane Review first published in 2002, and previously updated, most recently in 2015. OBJECTIVES: To assess whether splenectomy (total or partial), to prevent acute splenic sequestration crises in people with sickle cell disease, improved survival and decreased morbidity in people with sickle cell disease, as compared with regular blood transfusions. SEARCH METHODS: We searched the Cochrane Cystic Fibrosis and Genetic Disorders Group Haemoglobinopathies Trials Register, which comprises of references identified from comprehensive electronic database searches and handsearching relevant journals and abstract books of conference proceedings. We also searched clinical trial registries. Additional trials were sought from the reference lists of the trials and reviews identified by the search strategy.Date of the most recent search: 14 August 2017. SELECTION CRITERIA: All randomized or quasi-randomized controlled trials comparing splenectomy (total or partial) to prevent recurrence of acute splenic sequestration crises with no treatment or blood transfusions in people with sickle cell disease. DATA COLLECTION AND ANALYSIS: No trials of splenectomy for acute splenic sequestration were found. MAIN RESULTS: No trials of splenectomy for acute splenic sequestration were found. AUTHORS' CONCLUSIONS: Splenectomy, if full, will prevent further sequestration and if partial, may reduce the recurrence of acute splenic sequestration crises. However, there is a lack of evidence from trials showing that splenectomy improves survival and decreases morbidity in people with sickle cell disease. There is a need for a well-designed, adequately-powered, randomized controlled trial to assess the benefits and risks of splenectomy compared to transfusion programmes, as a means of improving survival and decreasing mortality from acute splenic sequestration in people with sickle cell disease.There are no trials included in the review and we have not identified any relevant trials up to August 2017. We will continue to run searches to identify any potentially relevant trials; however, we do not plan to update other sections of the review until new trials are published.
31163468	[What's new in diagnostics and treatment of hemoglobinopathies?]	Improvement of care for thalassemia during previous decades focussed on the development of new diagnostic and treatment modalities concerning secondary hemochromatosis resulting from symptomatic treatment with regular transfusion. In addition, hematopoetic stem transplantation as the so far only curative approach had been developed and constantly improved. New approaches for the treatment of thalassemias already entering clinical practice include e. g. additive gene therapy and medical treatment with new drugs like luspatercept. For sickle cell disease, a variety of treatment approaches either to correct the genetic change by gene therapy, to affect the underlying mechanism of sickling e. g. by R-state- stabilising agents, or later the pathophysiology of vaso-occlusive complications e. g. by inhibiting selectins are currently thoroughly investigated and some of them will probably get approval very soon.
32771206	[Effects of a standardized musical intervention on the management of pain and anxiety-state of sickle-cell adolescents].	The effect of a standardized musical intervention for adolescents with sickle cell disease was studied. Two groups were evaluated using the visual analog scale of pain and the anxiety-state inventory before and after a standardized musical intervention or breathing intervention. A significant decrease in scores was observed, most notably for the group benefiting from the standardized musical intervention. This intervention could be integrated into the overall management of adolescents with sickle cell disease.
36790450	A Qualitative Systematic Review of Pediatric Patient and Caregiver Perspectives on Pain Management for Vaso-Occlusive Episodes in the Emergency Department.	"OBJECTIVES: The primary objective of this study is to describe the experiences of pediatric patients with sickle cell disease (SCD) and their caregivers who have presented to the emergency department (ED) for management of vaso-occlusive pain events. METHODS: We conducted a qualitative systematic review. The search protocol was developed to identify both published and unpublished literature that met inclusion/exclusion criteria. Included articles were primary hospital-based research with study populations that included (but were not limited to) pediatric patients aged 21 years or younger and qualitative or mixed-method analysis. RESULTS: Four themes were identified: (1) patients and caregivers perceive the ED as the last resort; (2) health care professionals in the ED lacked knowledge about SCD but rejected patients' and caregiver's attempts to share experience or advocate for their needs; (3) patients' accounts of pain are doubted because they do not always have ""typical"" signs of pain; and (4) caregivers identify racism as a reason for suboptimal care in the ED. CONCLUSIONS: There are multiple opportunities to improve management for vaso-occlusive pain events in the ED, including education of health care providers about SCD and complications, partnership between patients/caregivers and providers, and efforts to reduce the impact of systemic racism on health care delivery."
28298423	Rounding up sickle cells with gene therapy.	A report of a patient treated with ex vivo lentiviral gene transfer to hematopoietic stem cells shows the promise of gene therapy for sickle cell anemia.
31030807	Sickle Cell Disease: Monitoring, Current Treatment, and Therapeutics Under Development.	Screening and early detection of organ injury, as well as expanded use of red cell transfusion and hydroxyurea in children have changed best practices for clinical care in sickle cell disease. The current standard of care for children with sickle cell disease is discussed through a review of screening recommendations, disease monitoring, and approach to treatment. Novel pharmacologic agents under investigation in clinical trials are also reviewed.
