PMID	Title	Abstract
38485147	Precision medicine in cystic fibrosis: predictive role of forskolin-induced swelling assay.	
38501330	A comparison of aminoglycoside antibiotic serum concentrations collected by peripheral veins and peripherally inserted central catheters in adults with cystic fibrosis.	BACKGROUND: People with cystic fibrosis (PwCF) are frequently hospitalized for treatment of pulmonary exacerbation. The Cystic Fibrosis Foundation Pulmonary Guidelines support the use of intravenous aminoglycosides with therapeutic drug monitoring for the treatment of pulmonary exacerbation due to Pseudomonas aeruginosa. Serum intravenous tobramycin concentrations are commonly collected by peripheral venipuncture (PV). Discomfort associated with collection of samples by PV prompts collection via PICC, but the accuracy of intravenous tobramycin serum levels collected by PICC has not been documented in adult PwCF. The primary study objective was to evaluate the difference between intravenous tobramycin serum levels collected by PV and PICC in adult PwCF. METHODS: The authors conducted a prospective case-control study of adult PwCF admitted to University of Utah Health for a pulmonary exacerbation receiving tobramycin by a single lumen PICC. The authors compared tobramycin peak and random serum levels collected by PV and PICC using a detailed flush and waste protocol. RESULTS: The authors analyzed a total of 19 patients with peripheral and PICC samples. The mean tobramycin peak collected by PV (27.2 mcg/mL) was similar to the mean peak collected by PICC (26.9 mcg/mL) (paired samples Wilcoxon signed-rank test, p = .94). The correlation coefficient was 0.88 (95% CI = 0.85-0.91, p < .001). CONCLUSION: Tobramycin serum samples collected by PICC appear to be similar in value to PV collections. Collecting aminoglycoside levels by PICC rather than PV may reduce patient discomfort and improve quality of life. Additional multicenter studies are needed to confirm these results.
38811042	Video based Direct Observation Physiotherapy (VDOP) in children with cystic fibrosis: A randomized controlled trial.	
39257114	Influenza A (H1N1) in Hospitalized Children.	BACKGROUND: Influenza A (H1N1) is a contagious respiratory infection caused by the influenza A virus. In the majority of cases, H1N1 influenza is benign. However, it can be dangerous for infants and children with underlying chronic diseases. The severity of influenza depends on various factors, including the virulence of the virus strain, preexisting immunity level, and individual health conditions. The aim of this study is to describe the clinical profile of H1N1 influenza in hospitalized infants and children. METHODS: This is a prospective and descriptive study conducted from November 1, 2018, to January 31, 2024. In this study, we included all children under 14 years old hospitalized for suspected severe lower respiratory infection who had gone through virological testing. We used a multiplex polymerase chain reaction (PCR) kit: the Film Array-Respiratory Panel. Due to the depletion of multiplex PCR kits, this study continued using rapid influenza diagnostic tests based on immunochromatographic technique. RESULTS: We report 45 confirmed cases of H1N1 influenza, collected during the period from November 1, 2018, to January 31, 2024. The average age was 2 years and 4 months. The main reason for admission was respiratory distress found in all patients. In 53% of the cases, there was an associated comorbidity, including asthma (17 cases), prematurity (2 cases), congenital adrenal hyperplasia (2 cases), cystic fibrosis (1 case), undetermined etiology bronchial dilation (1 case), and Basedow's disease (1 case). The clinical presentation included viral bronchiolitis (17 cases), moderate asthma exacerbation (10 cases), severe asthma exacerbation (7 cases), pneumonia (9 cases), bronchial dilation exacerbation (1 case), and flu-like syndrome with adrenal insufficiency (1 case). Fever was present in 31 patients. Gastrointestinal symptoms such as diarrhea and vomiting were present in 20 cases. Three patients required intensive care, with 2 children being intubated and ventilated (one severe acute asthma and one severe viral bronchiolitis). Two cases were treated with oseltamivir. The average length of hospital stay was 7.5 days, ranging from 3 to 20 days. All cases showed favorable evolution. CONCLUSIONS: We conclude that preventive measures remain crucial, and influenza vaccination is highly recommended in cases of underlying morbidity.
38644104	Attitudes to cross infection, nebuliser hygiene and antimicrobial resistance in people with cystic fibrosis: Results of an international survey.	BACKGROUND: Respiratory infection is a major cause of disease severity in people with cystic fibrosis (PwCF). This project aimed to establish the CF community's opinion regarding cross infection (CI), nebuliser hygiene, antimicrobial resistance, personal impact of microbiological findings and the role of the microbiology laboratory. METHODS: A questionnaire was completed anonymously (n = 280; PwCF (n = 128), parents (n = 123); friends/family/carers/charity personnel (n = 29)) from 13 countries. Readability scores (Flesch Reading Ease (FRE), Flesch Kincaid Grade Level (FKGL)) were determined for CI/IP&C information from six national CF charities and 21 scientific abstracts. RESULTS: Respondents (72.5%) indicated knowledge of laboratory aspects of CF microbiology was important, however implications of microbiological findings on personal health/well-being were of higher importance (p < 0.0001). Cross infection/infection prevention & control (CI/IP&C) was of highest importance (95.6% respondents) with 27.3% indicating they were not given adequate information, particularly in older respondents (50 y+) (p = 0.006) versus young adults (16-29 y) and respondents from the Middle East versus N. America (p = 0.022) and Europe (p = 0.045). Responses highlighted how CI/IP&C health literacy could be enhanced. Respondents (77.3%), particularly females (p < 0.0001), indicated they would increase the frequency of nebuliser disinfection following guidance on infection risks/best practice, therefore an educational video was prepared. CI/IP&C readability scores (mean +- sd) from CF charities (FRE 52.5 +- 10.8; FKGL 9.7 +- 2.3) were more readable (p < 0.0001) than scientific abstracts (FRE 13.3 +- 11.1; FKGL 16.9 +- 2.3), however not meeting the targets (FRE>=60 and FKGL<=8). CONCLUSION: There is a requirement for further CI/IP&C evidence-based guidance, policies/guidelines, education awareness, best practice in the home environment and multi-modal communication, enabling the CF community to make informed choices on lifestyle behaviours.
38876647	Effectiveness of manual therapy interventions in cystic fibrosis care: a pilot study.	BACKGROUND: Cystic fibrosis (CF) is a severe genetic condition that affects multiple organ systems and imposes a substantial treatment burden. Regarding the lungs and airways, the progressive pathophysiological changes place a significant strain on the musculoskeletal components of the respiratory system for people with CF. This pilot study investigated the effectiveness of manual therapy interventions (MTIs) on thoracic mobility, respiratory muscle strength, lung function, and musculoskeletal pain. METHOD: A study with a pretest-posttest design was conducted with 15 eligible people with CF at the Sahlgrenska University Hospital CF Centre. After an initial set of diagnostic tests at baseline, the participants underwent eight weekly 30-min MTIs. The MTIs included passive joint mobilisation and soft tissue manipulation of primary and secondary anatomical areas of the musculoskeletal respiratory system. On the day of the final intervention, the baseline measurements were repeated. RESULTS: Trends of increased thoracic mobility were observed following the intervention, with a statistically significant increase in respiratory muscle strength. No change in lung function was observed. Musculoskeletal pain before and after the intervention showed a significant decrease in tender points, and all participants reported positive experiences with MTIs. CONCLUSION: MTIs may improve thoracic mobility, alleviate pain, and enhance respiratory muscle strength in people with CF. Further research is needed to confirm their potential role as a CF physiotherapy supplement. CLINICAL TRIAL ID: NCT04696198.
39199292	Aerosol Inhalation of Gene Delivery Therapy for Pulmonary Diseases.	Gene delivery therapy has emerged as a popular approach for the treatment of various diseases. However, it still poses the challenges of accumulation in target sites and reducing off-target effects. Aerosol gene delivery for the treatment of pulmonary diseases has the advantages of high lung accumulation, specific targeting and fewer systemic side effects. However, the key challenge is selecting the appropriate formulation for aerosol gene delivery that can overcome physiological barriers. There are numerous existing gene carriers under study, including viral vectors and non-viral vectors. With the development of biomaterials, more biocompatible substances have applied gene delivery via inhalation. Furthermore, many types of genes can be delivered through aerosol inhalation, such as DNA, mRNA, siRNA and CRISPR/Cas9. Aerosol delivery of different types of genes has proven to be efficient in the treatment of many diseases such as SARS-CoV-2, cystic fibrosis and lung cancer. In this paper, we provide a comprehensive review of the ongoing research on aerosol gene delivery therapy, including the basic respiratory system, different types of gene carriers, different types of carried genes and clinical applications.
39181163	Antibiotic-loaded nanoparticles for the treatment of intracellular methicillin-resistant Staphylococcus Aureus infections: In vitro and in vivo efficacy of a novel antibiotic.	Antimicrobial resistance is considered one of the biggest threats to public health worldwide. Methicillin-resistant S. aureus is the causative agent of a number of infections and lung colonization in people suffering from cystic fibrosis. Moreover, a growing body of evidence links the microbiome to the development of cancer, as well as to the success of the treatment. In this view, the development of novel antibiotics is of critical importance, and SV7, a novel antibiotic active against MRSA at low concentrations, represents a promising candidate. However, the low aqueous solubility of SV7 hampers its therapeutic translation. In this study, SV7 was encapsulated in poly(lactic-co-glycolic acid) (PLGA) nanoparticles (NPs) to improve the solubility profile, to ensure sustained release and eventually support deposition in the airways. Furthermore, PLGA NPs were formulated as dry powder to extend their shelf-life and were shown to efficiently target intracellular infections. After identifying a formulation with suitable physico-chemical characteristics, SV7-loaded NPs were investigated in vitro in terms of inhibitory activity against MRSA, and their safety profile in lung epithelial cells. Subsequently, the activity against MRSA intracellular infections was investigated in a co-culture model of MRSA and macrophages. To test the translatability of our findings, SV7-loaded NPs were tested in vivo in a Galleria mellonella infection model. In conclusion, SV7-loaded NPs showed a safe profile and efficient inhibitory activity against MRSA at low concentrations. Furthermore, their activity against intracellular infections was confirmed, and was retained in vivo, rendering them a promising candidate for treatment of MRSA lung infections.
38742326	A First Experience of Distant Lung Preservation for Transplantation in the Russian Federation.	Lung transplant is an effective method of treating patients with end-stage respiratory diseases, but problems such as the imbalance between the number of donor organs and the number ofrecipients needing organs still play a leading role. From a transplant point of view, a multiorgan donor is considered of greatest efficiency, so that all organs that can potentially be used should be transplanted. The combination of the vast geographical territory of Russia, the shortage of actual donors, and the relatively small number of transplant centers has led to the need to transport donor lungs by air over long distances. There were already precedents in the world for remote preservation of donor organs for transplant. In this study, we have described the unique experience of remote evaluation of donor lungs with their subsequent air transportation and transplantation, which is the first such description in Russia to our knowledge. The donor lungs for lung transplant were brought from medical institutions of the Samara region to Moscow. During remote evaluation, all information was transmitted to the transplant center by providing access to the automated information system "Organ Donation," which was used at that time by the service and contained all information about a potential donor in real time. The 2 transplant candidates had end-stage cystic fibrosis and severe respiratory failure; both patients underwent organ implantation from donors located outside their regions. In conditions of shortages of donor organs, long-distance transportation is a reasonable, feasible, and safe procedure.
38622583	The effect of respiratory muscle training on children and adolescents with cystic fibrosis: a systematic review and meta-analysis.	BACKGROUND: Cystic fibrosis is a chronic genetic disease that can affect the function of the respiratory system. Previous reviews of the effects of respiratory muscle training in people with cystic fibrosis are uncertain and do not consider the effect of age on disease progression. This systematic review aims to determine the effectiveness of respiratory muscle training in the clinical outcomes of children and adolescents with cystic fibrosis. METHODS: Up to July 2023, electronic databases and clinical trial registries were searched. Controlled clinical trials comparing respiratory muscle training with sham intervention or no intervention in children and adolescents with cystic fibrosis. The primary outcomes were respiratory muscle strength, respiratory muscle endurance, lung function, and cough. Secondary outcomes included exercise capacity, quality of life and adverse events. Two review authors independently extracted data and assessed study quality using the Cochrane Risk of Bias Tool 2. The certainty of the evidence was assessed according to the GRADE approach. Meta-analyses where possible; otherwise, take a qualitative approach. RESULTS: Six studies with a total of 151 participants met the inclusion criteria for this review. Two of the six included studies were published in abstract form only, limiting the available information. Four studies were parallel studies and two were cross-over designs. There were significant differences in the methods and quality of the methodology included in the studies. The pooled data showed no difference in respiratory muscle strength, lung function, and exercise capacity between the treatment and control groups. However, subgroup analyses suggest that inspiratory muscle training is beneficial in increasing maximal inspiratory pressure, and qualitative analyses suggest that respiratory muscle training may benefit respiratory muscle endurance without any adverse effects. CONCLUSIONS: This systematic review and meta-analysis indicate that although the level of evidence indicating the benefits of respiratory muscle training is low, its clinical significance suggests that we further study the methodological quality to determine the effectiveness of training. TRIAL REGISTRATION: The protocol for this review was recorded in the International Prospective Register of Systematic Reviews (PROSPERO) under registration number CRD42023441829.
