NEGATIVE,JHC,"37939877	Sickle cell disease and pregnancy. Pregnancy is a particularly risky period in the life of patients with sickle cell disease (SCD). Physiological changes during pregnancy increase the risk of vaso-occlusive crises (VOC)",acute chest syndrome,venous thromboembolic events,and infections. This concerns haemoglobin (Hb) S/C and S/beta+-thalassaemia patients as much than S/S or S/beta0-thalassaemia patients. SCD also increases the risk of obstetrical complications,such as preeclampsia,in utero foetal death,preterm delivery mostly induced,and intrauterine growth restriction. Thus,pregnancy should be planned and closely monitored by a multidisciplinary team involving obstetricians and sickle cell disease specialists. Before pregnancy,the parents should also be informed about the risk of transmission of this autosomal recessive disease,and the father should therefore be prescribed haemoglobin electrophoresis. Treatments have to be revised when planning pregnancy: hydroxyurea (HU) should be stopped as soon as pregnancy is suspected or confirmed. Preventive blood transfusion is not systematic,but is recommended in the case of a pre-existing transfusion program prior to pregnancy,severe pre-existing organ damage,severe obstetric history,and severe or repeated crises during follow-up,especially in patients taking HU before. Despite the risks of prematurity,systematic administration of corticosteroids for foetal lung maturation is not recommended due to the risk of maternal vaso-occlusive event. Although more frequent,due to obstetrical and maternal complications,caesarean section is not systematic,in the absence of maternal contraindications. It is advisable not to exceed the term of 39 weeks of amenorrhoea. Post-partum follow-up is recommended,particularly because of the risk of thromboembolism.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEGATIVE,JHC,"28506281	A telephonic mindfulness-based intervention for persons with sickle cell disease: study protocol for a randomized controlled trial. BACKGROUND: One of the most difficult symptoms for persons with sickle cell disease (SCD) to manage is chronic pain. Chronic pain impacts approximately one-third of persons with SCD and is associated with increased pain intensity",pain behavior,and frequency and duration of hospital visits. A promising category of nonpharmacological interventions for managing both physical and affective components of pain are mindfulness-based interventions (MBIs). METHODS/DESIGN: The primary aim of this study is to conduct a randomized controlled study to evaluate the acceptability and feasibility,as well as to determine the preliminary efficacy,of a telephonic MBI for adults with SCD who have chronic pain. We will enroll 60 adult patients with SCD and chronic pain at an outpatient comprehensive SCD center in the southeastern United States. Patients will be randomized to either an MBI or a wait-listed control group. The MBI group will complete a six-session (60 minutes),telephonically delivered,group-based MBI program. The feasibility,acceptability,and efficacy of the MBI regarding pain catastrophizing will be assessed by administering questionnaires at baseline and weeks 1,$3.00 ,and 6. In addition,ten randomly selected MBI participants will complete semistructured interviews to help determine intervention acceptability. DISCUSSION: In this study protocol,we report detailed methods of the randomized controlled trial. Findings of this study will be useful to determine the acceptability,feasibility,and efficacy of an MBI for persons with SCD and chronic pain. TRIAL REGISTRATION: ClinicalTrials.gov identifier: NCT02394587 . Registered on 9 February 2015.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEGATIVE,JHC,"37855052	Subcutaneous injection of IHP-102 prevents lung vaso-occlusion in sickle cell disease mice. Not available.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEGATIVE,JHC,"36450880	Bone loss is ameliorated by fecal microbiota transplantation through SCFA/GPR41/ IGF1 pathway in sickle cell disease mice. Bone loss is common in sickle cell disease (SCD)",but the molecular mechanisms is unclear. Serum insulin-like growth factor 1 (IGF1) was low in SCD subjects and SCD mice. To determine if decreased IGF1 associated with low bone mass in SCD is due to reduced SCFA production by gut microbiota,we performed reciprocal fecal microbiota transplantation (FMT) between healthy control (Ctrl) and SCD mice. uCT and histomorphometry analysis of femur showed decreased bone volume/total volume (BV/TV),trabecular number (Tb.N),osteoblast surface/bone surface (Ob.S/BS),mineralizing surface/ bone surface (MS/BS),inter-label thickness (Ir.L.Th) in SCD mice were significantly improved after receiving Ctrl feces. Bone formation genes Alp,Col1,Runx2,and Dmp1 from SCD mice were significantly decreased and were rescued after FMT from Ctrl feces. Transplantation of Ctrl feces increased the butyrate,valerate,and propionate levels in cecal content of SCD mice. Decreased G-coupled protein receptors 41 and 43 (GPR41 and GPR43) mRNA in tibia and lower IGF1 in bone and serum of SCD mice were partially restored after FMT from Ctrl feces. These data indicate that the healthy gut microbiota of Ctrl mice is protective for SCD bone loss through regulating IGF1 in response to impaired bacterial metabolites SCFAs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEGATIVE,JHC,"38190311	An Updated Equitable Model of Readiness for Transition to Adult Care: Content Validation in Young People With Sickle Cell Disease. Importance: Despite elevated health risks during young adulthood",many adolescents and young adults with serious health care needs face barriers during the transfer to an adult specialty practitioner,and health disparities may occur during the transition. Objective: To validate the content of an updated Social-Ecological Model of Adolescent and Young Adult Readiness for Transition to Promote Health Equity (SMART-E) in a group of adolescents and young adults with sickle cell disease (SCD) and their supports. Design,Setting,and Participants: Health equity framework components were reviewed. Systems of power (eg,institutional and practitioner bias) and environments or networks (eg,peer or school support) were added as SMART-E preexisting factors,and health literacy was included within readiness factors. Adolescents and young adults aged 16 to 29 years with SCD,caregivers,and practitioners participated in this convergent,mixed-methods study within Children's Hospital of Philadelphia between January and August 2022. Main Outcomes and Measures: Content validity was assessed through nominations of top 3 most important transition barriers prior to interviews and focus groups,ratings on importance of SMART-E factors (0-4 scale; ratings >2 support validity) after interviews and focus groups,nominations of 3 most important factors for transition and for health equity,and qualitative content analysis of interview transcripts. Results: The study enrolled 10 pediatric adolescents and young adults (mean [SD] age,18.6 [2.9] years; 4 female and 6 male),10 transferred adolescents and young adults (mean [SD] age,22.9 [2.1] years; 8 female and 2 male),9 caregivers (mean [SD] age,49.8 [8.7] years; 5 female and 4 male),and 9 practitioners (mean [SD] age,45.6 [10.5] years; 8 female and 1 male). Quantitative ratings supported the content validity of SMART-E and met established criteria for validity. Systems of power was the most endorsed transition barrier (14 of 38 participants) reported prior to interviews and focus groups. After the interview,participants endorsed all SMART-E factors as important for transition,with new factors systems of power and environments and networks rated at a mean (SD) 2.8 (1.23) and 3.1 (0.90),respectively,on a 0 to 4 scale of importance. The most important factors for transition and equity varied by participant group,with all factors being endorsed,supporting the comprehensiveness of SMART-E. Qualitative data corroborated quantitative findings,further supporting validity,and minor modifications were made to definitions. Conclusions and Relevance: SMART-E obtained initial content validation with inclusion of health equity factors for adolescents and young adults with SCD,caregivers,and practitioners. The model should be evaluated in other populations of adolescents and young adults with chronic disease.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEGATIVE,JHC,"35700397	""Transitioning Adolescents With Sickle Cell Disease From Pediatric to Adult Care: Results From a New Survey of Health Care Professionals. Transition from pediatric to adult care for adolescents and young adults (AYA) with sickle cell disease (SCD) comes at a time when a range of biopsychosocial issues occur simultaneously. A new survey sought information from physicians who treat AYA with SCD about their practices in how they transition pediatric patients to adult care. An online survey to physicians who treat SCD was conducted using SurveyMonkey between November 2019 and January 2020. Of 209 physicians who were contacted","58 completed the survey; 62.1% treated primarily pediatric patients and 37.9% treated adults. Patient education on transition was regarded as """"important"""" or """"very important"""" by 94.2% of the physicians. Patients' knowledge about their disease and their ability to navigate the health care system were identified as 2 primary barriers to transition (mean 1.30 and 1.67 on a 3-point scale",respectively). Most physicians employ established models to facilitate the transition,including Got Transition (41.3%) and a biopsychosocial model (34.8%),"with 34.8% using a mix of models and 23.9% not using an established model. Fewer than half (34.8%) rated their program as """"very successful"""" or """"successful."""" Transition protocols from pediatric to adult care should be re-examined to facilitate successful transition for AYA with SCD.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEGATIVE,JHC,"36661087	Hospital and ICU Admission Risk Associated With Comorbidities Among Children With COVID-19 Ancestral Strains. A large proportion of children have been affected by COVID-19; we evaluated the association between comorbidities and hospitalization/ICU (intensive care unit) admission among 4097 children under age 21 years with symptomatic COVID-19 (not just polymerase chain reaction [PCR]-positive or multisystem inflammatory syndrome in children associated with COVID-19 [MIS-C]) from 2 large health systems from March 2020 to September 2021. Significant comorbidities and demographic factors identified by univariable analysis were included in a multivariable logistic regression compared with children ages 6 to 11 without comorbidities. In all",475 children (11.6%) were hospitalized,of whom 25.5% required ICU admission. Children under 1 year had high hospitalization risk,but low risk of ICU admission. Presence of at least 1 comorbidity was associated with hospitalization and ICU admission (odds ratio [OR] > 4). Asthma,obesity,chronic kidney disease,sickle cell disease,bone marrow transplantation,and neurologic disorders were associated with hospitalization (adjusted odds ratio [AOR] > 2). Malignancy,intellectual disability,and prematurity were associated with ICU admission (AOR > 4). Comorbidities are significantly associated with hospitalization/ICU admission among children with COVID-19.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEGATIVE,JHC,"33626864	Chronic organ injuries in children with sickle cell disease. Median life expectancy of patients with sickle cell disease has increased to up to 55 years but there are still frequent cases of premature death",mostly in patients with pre-existing organ failure such as pulmonary hypertension,kidney injury,and cerebral vasculopathy. Most organ injuries remain asymptomatic for a long time and can only be detected through early systematic screening. Protocols combining assessment of velocities on transcranial Doppler and regular transfusions in patients with abnormal velocities have been demonstrated to dramatically reduce the risk of stroke. In contrast,no consensus has been reached on systematic screening or therapy for silent cerebral infarcts. The prognostic significance of increased tricuspid regurgitant jet velocity on echocardiography has not yet been identified in children,whereas increased albuminuria is a good predictor of kidney injury. Finally,screening for hip and eye disorder is recommended; however,different countries adopt different screening strategies. Hydroxyurea is probably of potential benefit in preventing chronic organ damage but this requires further study in order to be fully demonstrated. Efficacy and safety of the other new drugs available are also under investigation.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEGATIVE,JHC,"34881428	Perinatal outcomes in women with sickle cell disease: a matched cohort study from London",UK. There are limited data on contemporary outcomes for women with sickle cell disease (SCD) in pregnancy. We conducted a single-site matched cohort study,comparing 131 pregnancies to women with SCD between 2007 and 2017 to a comparison group of 1310 pregnancies unaffected by SCD. Restricting our analysis to singleton pregnancies that reached 24 weeks of gestation,we used conditional Poisson regression to estimate adjusted risk ratios (aRRs) for perinatal outcomes. Infants born to mothers with SCD were more likely to be small for gestational age [aRR 1 69,95% confidence interval (CI) 1 13-2 48],preterm (aRR 2 62,95% CI 1 82-3 78) and require Neonatal Unit (NNU) admission (aRR 3 59,95% CI 2 18-5 90). Pregnant women with SCD were at higher risk of pre-eclampsia/eclampsia (aRR 3 53,95% CI 2 00-6 24),more likely to receive induction of labour (aRR 2 50,95% CI 1 82-1 76) and caesarean birth (aRR 1 44,95% CI 1 18-1 76). In analysis stratified by genotype,the risk of adverse outcomes was highest in haemoglobin SS (HbSS) pregnancies (n = 80). There was no strong evidence that haemoglobin SC (HbSC) pregnancies (n = 46) were at higher risk of preterm birth,caesarean delivery,or NNU admission. Pre-eclampsia/eclampsia was more frequently observed in HbSC pregnancies. Despite improvements in the care of pregnant women with SCD,the increased risk of adverse perinatal outcomes remains.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEGATIVE,JHC,"32573838	COVID-19 and thalassaemia: A position statement of the Thalassaemia International Federation. OBJECTIVES: Many patients with haemoglobinopathies",including thalassaemia and sickle cell disease,are at increased risk of developing severe complications from the coronavirus disease 2019 (COVID-19). Although epidemiologic evidence concerning the novel coronavirus (SARS-CoV-2) infection in these patients is currently lacking,the COVID-19 pandemic represents a significant challenge for haemoglobinopathy patients,their families and their attending physicians. METHODS: The present statement summarizes the key challenges concerning the management of haemoglobinopathies,with particular focus on patients with either transfusion-dependent or non-transfusion-dependent thalassaemia,identifies the gaps in knowledge and suggests measures and strategies to deal with the pandemic,based on available evidence and expert opinions. Key areas covered include patients' risk level,adaptation of haemoglobinopathy care,safety of blood transfusions,blood supply challenges,and lifestyle and nutritional considerations. CONCLUSIONS: The proposed measures and strategies may be useful as a blueprint for other disorders which require regular hospital visits,as well as for the timely adaptation of patient care during similar future pandemics.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
