Citation	Subject	Subject Label	Non grounded Subject	Potential MAXO	Predicate	Object	Object Label	Non grounded Object	Potential HP	Qualifier	Qualifier Label	Non grounded Qualifier	Potential MONDO	Subject Qualifier	Subject Extension	Object Extension	Count
28987261			diagnosis	[]	treats			wilson disease	[]				[]				2
26260373			diagnosis	[]	treats			wilson disease	[]				[]				2
28433103	maxo:0001175	liver transplantation		[]	treats	hp:0006554	acute liver failure		[]	mondo:0010200	wilson's disease		[]				2
31113589	maxo:0001175	liver transplantation		[]	treats	hp:0006554	acute liver failure		[]	mondo:0010200	wilson's disease		[]				2
33541028			treatment	[]	treats			wilson disease	[]				[]		chebi:27363		2
28578978			treatment	[]	treats			wilson disease	[]				[]		chebi:27363		2
27915967			immobility	[]	in			wilson disease	[]				[]				2
33275388			magnetic resonance imaging	[]	prevents			misdiagnosis	[('HP:0001658', 'MI')]	mondo:0010200	wilson disease		[]				2
33316133			magnetic resonance imaging	[]	prevents			misdiagnosis	[('HP:0001658', 'MI')]	mondo:0010200	wilson disease		[]				2
23996412			plasma exchange	[]	treats			hemolytic crisis	[]	mondo:0010200	wilson disease		[]				2
23996411			plasma exchange	[]	treats			hemolytic crisis	[]	mondo:0010200	wilson disease		[]				2
23996412			plasma exchange	[]	treats	hp:0006554	acute liver failure		[]	mondo:0010200	wilson disease		[]				2
23996411			plasma exchange	[]	treats	hp:0006554	acute liver failure		[]	mondo:0010200	wilson disease		[]				2
32520831	maxo:0001175	liver transplantation		[]	treats	hp:0006554	acute liver failure		[]	mondo:0010200	wilson disease		[]				2
24458219	maxo:0001175	liver transplantation		[]	treats	hp:0006554	acute liver failure		[]	mondo:0010200	wilson disease		[]				2
33541028			treatment	[]	treats			wilson disease	[]				[]		chebi:50868		2
29528784			treatment	[]	treats			wilson disease	[]				[]		chebi:50868		2
32314442	maxo:0001175	liver transplantation		[]	treats			wilson disease	[]				[]				2
33541028	maxo:0001175	liver transplantation		[]	treats			wilson disease	[]				[]				2
