PMID	Title	Abstract
26993353	Continent Catheterizable Vesicostomy: An Alternative Surgical Modality for Pediatric Patients With Large Bladder Capacity.	OBJECTIVE: To present a modified technique and early outcomes of a continent catheterizable vesicostomy in pediatric patients with either flaccid neurogenic bladder or intractable voiding dysfunction and large capacity bladder. METHODS: Six patients underwent the procedure from October 2014 to December 2015. A 4-cm Pfannenstiel incision was made, avoiding intraperitoneal dissection. After adequate mobilization, a 2-cm vertical flap at the dome of the bladder was identified and tubularized over a 12Fr catheter with 4-0 vicryl suture. The tubularized flap was then intussuscepted into the bladder with four 4-0 polydioxanone sutures, creating a continent mechanism. The catheterizable channel was then tunneled to the umbilicus, the channel ostomy matured, and the cystotomy closed in two layers. RESULTS: The median patient age was 8 (interquartile range [IQR] 12) years. All patients had urinary dysfunction requiring drainage from etiologies that included Eagle-Barrett syndrome (n = 2), Noonan syndrome (n = 1), Lennox-Gastaut syndrome (n = 1), and Spina bifida (n = 2). Median hospital length of stay was 8 (IQR 3) days. One patient had a superficial wound infection treated with antibiotics, and 1 patient required balloon dilation of the catheterizable channel at 3 months postoperatively, secondary to difficulty self-catheterizing. Five patients were successfully self-catheterizing at last follow-up. Median follow-up was 6 (IQR 5) months and there were no intra- or perioperative complications. CONCLUSION: Continent catheterizable vesicostomy is a novel technique for urinary drainage in patients with large bladder capacity that spares use of the appendix or ileum. Early results are encouraging, providing a catheterizable channel through the umbilicus without urinary leakage between catheterization.
28330516	Treatment of severe refractory valvar pulmonary stenosis with primary transcatheter pulmonary valve implantation.	Some patients with pulmonary valve stenosis do not respond to balloon valvuloplasty and must undergo surgical repair. We report the case of a 12-year-old child with pulmonary valve stenosis and Noonan syndrome in whom we performed transcatheter Melody pulmonary valve implantation after balloon dilation failed. The result was excellent. This technique can be proposed as an alternative to surgery in such cases.
29109363	Efficacy and safety of two doses of Norditropin  (somatropin) in short stature due to Noonan syndrome: a 2-year randomized, double-blind, multicenter trial in Japanese patients.	This randomized double-blind multicenter trial (NCT01927861) evaluated the growth-promoting effect and safety of Norditropin  (NN220; somatropin) in Japanese children with short stature due to Noonan syndrome. Prepubertal children aged 3-<11 years (boys) or 3-<10 years (girls) with Noonan syndrome were randomized to receive GH 0.033 mg/kg/day (n = 25, mean age 6.57 years, 11 females) or 0.066 mg/kg/day (n = 26, mean age 6.06 years, eight females) for 104 weeks. Change in height standard deviation score (HSDS) from baseline was analyzed based on an ANCOVA model. Baseline HSDS was -3.24. Estimated change in HSDS [95% CI] after 104 weeks' treatment was 0.84 [0.66, 1.02] and 1.47 [1.29, 1.64] for the lower and higher doses, respectively; estimated mean difference 0.63 [0.38, 0.88], p < 0.0001. Rates and patterns of adverse events (AEs) were similar between groups. Most were mild and reported as unlikely to be related to Norditropin . There were no withdrawals due to AEs. Insulin-like growth factor-I SDS increased from -1.71 to -0.64 (0.033 mg/kg/day) and to 0.63 (0.066 mg/kg/day). HbA1c increased slightly (0.033 mg/kg/day: +0.14%; 0.066 mg/kg/day: +0.13%); glucose profiles were almost unchanged; insulin profiles increased in both groups in the oral glucose tolerance test. There were no clinically significant abnormal electrocardiogram or echocardiography findings. We conclude that Norditropin  at doses of 0.033 mg/kg/day or 0.066 mg/kg/day for 104 weeks increases height in Japanese children with short stature due to Noonan syndrome, with a favorable safety profile. The effect was greater with 0.066 mg/kg/day compared with 0.033 mg/kg/day.
26911351	Adults with germline CBL mutation complicated with juvenile myelomonocytic leukemia at infancy.	Juvenile myelomonocytic leukemia (JMML) appears to be a life-threatening disease and showed poor prognosis even after hematopoietic stem cell transplantation (HSCT) because of high relapse rate. On the other hand, recent molecular analysis revealed the heterogeneity of JMML. Here we report that two JMML patients survived >20 years without HSCT and both patients had uniparental disomy of 11q23 where CBL is located without the phenomenon found in neither Noonan syndrome nor Noonan syndrome-like disorder. We think that some JMML patients with CBL mutation might show the good prognosis in later life after remission of JMML. 
21205420	Sudden death in a patient with Noonan syndrome.	We report here the case of a 27-year-old woman with Noonan syndrome presenting with ventricular fibrillation. After successful defibrillation, echocardiography revealed hypertrophic cardiomyopathy associated with left ventricular outflow tract obstruction. Normal echocardiographic cardiac structure and function were reported 11 years ago. This case emphasises the importance of regular follow-up in patients with congenital disorders in which cardiac manifestations might develop in early adulthood or later.
35569947	[SEVERE INFANTILE ASTHMA TREATED WITH LONG-ACTING MUSCARINIC ANTAGONIST: A CASE SERIES].	BACKGROUND: Long-acting muscarinic antagonists (LAMA) are used for long-term treatment of bronchial asthma in adults. Its use in the management of pediatric bronchial asthma, however, is currently not approved in Japan. Nonetheless, there have been a few reports of its use in children, particularly in cases of severe bronchial asthma or those without atopic disease that are refractory to existing treatment protocols. We report the progress of LAMA in infantile asthma patients. CASES: Three out of four patients had LAMA introduced at 3 to 5 years of age after being diagnosed with asthma at 1 to 3 years old. Three patients had non-IgE-related asthma and an underlying disease, such as Apert and Noonan syndrome, while one patient had severe IgE-related asthma without a pre-existing disease. In all cases, conventional long-term medications such as medium to high-dose inhaled corticosteroids and long-acting beta-agonists, were given. However, severe bronchial asthma persisted, with some patients having uncontrolled secretions. Since uncontrolled severe-persistent bronchial asthma results in repeated hospitalization and intensive care unit admission, we introduced LAMA, specifically 2.5mug/day of tiotropium (Tio). After the introducing Tio, none of the patients had an acute exacerbation that required hospitalization and the frequency of wheezing was reduced. LAMA was administered for up to 19 months, with no adverse events. CONCLUSION: The results of this series suggest that LAMA is an effective and safe option for uncontrolled infantile asthma.
16299871	Growth hormone treatment in 35 prepubertal children with achondroplasia: a five-year dose-response trial.	BACKGROUND: Achondroplasia is a skeletal dysplasia with extreme, disproportionate, short stature. AIM: In a 5-y growth hormone (GH) treatment study including 1 y without treatment, we investigated growth and body proportion response in 35 children with achondroplasia. METHODS: Patients were randomized to either 0.1 IU/kg (n = 18) or 0.2 IU/kg (n = 17) per day. GH treatment was interrupted for 12 mo after 2 y of treatment in prepubertal patients to study catch-down growth. Mean height SDS (HSDS) at start was -5.6 and -5.2 for the low- and high-dose groups, respectively, and mean age 7.3 and 6.6 y. RESULTS: Mean growth velocity (baseline 4.5/4.6 cm/y for the groups) increased significantly by 1.9/3.6 cm/y during the first year and by 0.5/1.5 cm/y during the second year. During the third year, a decrease of growth velocity was observed at 1.9/1.3 cm/y below baseline values. HSDS increased significantly by 0.6/0.8 during the first year of treatment and in total by 1.3/1.6 during the 5 y of study. Sitting height SDS improved significantly from -2.1/-1.7 to -0.8/0.2 during the study. Body proportion (sitting height/total height) or arm span did not show any significant change. CONCLUSION: GH treatment of children with achondroplasia improves height during 4 y of therapy without adverse effect on trunk-leg disproportion. The short-term effect is comparable to that reported in Turner and Noonan syndrome and in idiopathic short stature.
25824112	Effective palliation of intractable bleeding from Noonan syndrome-associated lymphatic malformations by radiotherapy.	
25041545	Noonan syndrome with bilateral acute angle-closure.	
1266891	Aortic regurgitation and pigmentation - unusual features of Noonan syndrome.	A patient with typical features of Noonan's syndrome showed aortic regurgitation and widespread diffuse hyperpigmentation, features not previously associated with this syndrome. Detailed endocrine and dermatological studies failed to delineate the cause of hyperpigmentation. In addition to mild aortic regurgitation, cardiac catheterization revealed mild left ventricular dysfunction, probably due to primary myocardial disease. Other interesting findings included lymphedema and sexual infantilism despite normal testosterone levels.
2485602	What is the value of growth hormone treatment in short children with specified syndrome? Turner's syndrome, osteochondrodysplasias, Prader-Willi syndrome, Noonan syndrome.	
34636896	Approach to the Patient: Safety of Growth Hormone Replacement in Children and Adolescents.	The use of recombinant human growth hormone (rhGH) in children and adolescents has expanded since its initial approval to treat patients with severe GH deficiency (GHD) in 1985. rhGH is now approved to treat several conditions associated with poor growth and short stature. Recent studies have raised concerns that treatment during childhood may affect morbidity and mortality in adulthood, with specific controversies over cancer risk and cerebrovascular events. We will review 3 common referrals to a pediatric endocrinology clinic, followed by a summary of short- and long-term effects of rhGH beyond height outcomes. Methods to mitigate risk will be reviewed. Finally, this information will be applied to each clinical case, highlighting differences in counseling and clinical outcomes. rhGH therapy has been used for more than 3 decades. Data are largely reassuring, yet we still have much to learn about pharmaceutical approaches to growth in children and the lifelong effect of treatment.
