PMID	Title	Abstract
16138673	Botulinum toxin as a novel treatment for self-mutilation in Lesch-Nyhan syndrome.	Lesch-Nyhan syndrome (LNS) is an X-linked recessive disorder resulting from a deficiency of the metabolic enzyme hypozanthine-guanine phosphoribosyltransferase (HPRT). This syndrome presents with abnormal metabolic and neurological manifestations including hyperuricemia, mental retardation*, spastic cerebral palsy (CP), dystonia, and self-mutilation. The mechanism behind the severe self-mutilating behavior exhibited by patients with LNS is unknown and remains one of the greatest obstacles in providing care to these patients. This report describes a 10-year-old male child with confirmed LNS who was treated for self-mutilation of his hands, tongue, and lips with repeated botulinum toxin A (BTX-A) injections into the bilateral masseters. Our findings suggest that treatment with BTX-A affects both the central and peripheral nervous systems, resulting in reduced self-abusive behavior in this patient.
9051548	Use of propofol anesthesia during outpatient radiographic imaging studies in patients with Lesch-Nyhan syndrome.	Lesch-Nyhan syndrome is a rare, x-linked, recessive disorder of purine metabolism resulting in hyperuricemia, spasticity, choreoathetosis, dystonia, self-injurious behavior, and aggression, without significant cognitive impairment. Anesthetic management of inpatients who demonstrate classic manifestations of Lesch-Nyhan syndrome and require surgical interventions have been described. There are no guidelines in the literature addressing the anesthetic management of the outpatient with Lesch-Nyhan syndrome. Specifically, sudden, unexplained death, abnormalities in respiration, apnea, severe bradycardia, and an increased incidence of vomiting and chronic pulmonary aspiration may preclude this patient population from receiving anesthesia for outpatient procedures. General anesthesia with spontaneous ventilation was performed for diagnostic, radiographic imaging in 11 outpatients with Lesch-Nyhan syndrome using intravenous propofol. A bolus dose of 1.5 to 2.0 mg/kg propofol was followed by maintenance doses of 60 to 160 mcg/kg/min. Results during and following sedation indicated end-tidal carbon dioxide ranges between 34 mmHg and 59 mmHg. Respiratory rates were never below 10 breaths/min and no partial/complete airway obstruction or labored breathing was clinically evident. Hemodynamics were within 30% of presedation values. No patient demonstrated nausea, vomiting, or pulmonary aspiration. Baseline neuropsychologic status was achieved following sedation, and patients were discharged from the hospital 35 to 90 minutes after sedation was completed. Potential risks and benefits of using propofol in this patient population are discussed.
3270871	[Hypoxanthine guanine phosphoribosyl transferase deficiency; Lesch-Nyhan syndrome].	
16530134	Electrophysiological characteristics of limbic and motor globus pallidus internus (GPI) neurons in two cases of Lesch-Nyhan syndrome.	OBJECTIVE: Lesch-Nyhan syndrome is a rare and debilitating condition characterized by dystonia and self-mutilating behavior. In order to shed light on the pathophysiology of dystonia, we report the pallidal electrophysiological activity recorded in two patients during deep brain stimulation surgery (DBS). METHODS: Microrecordings were performed on 162 neurons along four tracks aimed at the right and left anterior (limbic) and posterior (motor) globus pallidus internus (GPI). RESULTS: Regardless of the anesthetic agent used (propofol or sevoflurane), both patients showed similar neurons firing rates in the four regions studied, namely the limbic and motor portions of the globus pallidus externus (GPE) or GPI. In both patients, firing rates were similar in the GPE (12.2+/-1.8 Hz, N=38) and GPI (13.2+/-1.0 Hz, N=83) portions of the limbic track, while the motor GPE fired at a higher frequency (23.8+/-2.7 Hz, N=18) than the motor GPI (12.5+/-1.4 Hz, N=23). CONCLUSIONS: These results demonstrate that light propofol or sevoflurane anesthesia influences pallidal activity in a similar way. Electrophysiological recordings suggest that Lesch-Nyhan syndrome might be characterized by analogous firing frequencies in the limbic GPE and GPI while motor GPE would tend to fire at higher rate than the motor GPI. It is therefore tempting to suggest that the symptoms that are observed in Lesch-Nyhan syndrome might result from motor GPI inhibition. SIGNIFICANCE: This observation may confirm the Albin and Delong's model of the basal nuclei in hypokinetic and hyperkinetic disorders.
10694659	Successful preimplantation genetic diagnosis for sex Link Lesch--Nyhan Syndrome using specific diagnosis.	Lesch-Nyhan syndrome (LN) is a severe X-linked recessive disorder caused by a deficiency of the enzyme hypoxanthine phosphoribosyl transferase (HRT). Clinical features displayed by affected boys are particularly severe and disturbing and include hyperuricaemia, Characteristic neurological features including self-mutilation, choreothetosis, spasticity and mental retardation. A couple with a boy diagnosed with LN and a history of pregnancy termination was referred to the Hammersmith Hospital. Their affected son was born in 1982 after an uncomplicated pregnancy and vaginal delivery. Eight subsequent pregnancies had been unsuccessful. There were five therapeutic terminations and three spontaneous abortions, one at least directly caused by the sampling procedure during amniocentesis. From 1989 to 1991 two unsuccessful preimplantation genetic diagnosis (PGD) cycles by sexing were performed by DNA amplification. The mutation was characterized and a nested PCR protocol was designed which allowed the efficient amplification of the affected loci followed by the detection of the mutant allele by restriction digestion. Three PGD cycles were performed using this specific diagnostic test before a successful pregnancy was achieved resulting in the birth of a healthy unaffected baby girl.
3839638	Anesthesia and the Lesch-Nyhan syndrome.	
3728152	Hypoxanthine and tetrahydrobiopterin treatment of a patient with features of the Lesch-Nyhan syndrome.	
3705857	[Pathogenetic mechanisms and therapy of a subclinical form of Lesch-Nyhan syndrome].	The results of clinical, experimental psychological and biochemical studies of patients with a subclinical form of Lesch-Nyhan syndrome suggested a reduction of the inhibitory influence of the caudate nucleus due to incomplete genetic defect of Hg-PRTase and related disorders of other types of metabolism in the area of basal ganglia as one of the links of pathogenesis. The pathogenetic therapy is based on maintaining high activity of Hg-PRTase by dietary treatment with limited intake of exogenous purines.
12436387	[Treatment of Lesch-Nyhan syndrome].	AIM: We have reviewed the treatments employed to alleviate the different manifestations of the Lesch Nyhan syndrome, the adverse reactions related to these treatments, and the prospectives of future therapeutic approaches now under active research. DEVELOPMENT: Lesch Nyhan syndrome is an X linked inherited disorder of purine metabolism caused by the deficiency of the enzyme hypoxanthine guanine phosphoribosyltransferase (HPRT). Clinical features include overproduction of uric acid and a neurologic syndrome related to the severity of the enzyme defect. CONCLUSIONS: Treatment with xanthine oxidase inhibitors is effective for the control of the elevated renal excretion of uric acid, but there is no specific treatment for the neurologic symptoms. Due to the low frequency of the syndrome and to the incomplete understanding of the pathophysiologic mechanisms underlying the neurologic manifestations, the treatments employed are merely symptomatic.
11693008	Prevention of self-mutilation in patients with Lesch-Nyhan syndrome: review of literature.	There have been no standard methods established to prevent the self-mutilation seen in LNS. Preventive treatment must be developed, therefore, for each patient based on clinical findings. The first method to be utilized should be a nonsurgical splint or mouth guard. If it proves to be unsuccessful then the benefits of surgical procedures should be considered. In the future, the use of medication, such as carbamazepine, may prove to restructure the current approach advocated by the literature today.
