Citation	Subject	Subject Label	Non grounded Subject	Potential MAXO	Predicate	Object	Object Label	Non grounded Object	Potential HP	Qualifier	Qualifier Label	Non grounded Qualifier	Potential MONDO	Subject Qualifier	Subject Extension	Object Extension	Count
21193204	maxo:0010203	echocardiography		[]	treats			aortic root dilation	[]	mondo:0020066	ehlers-danlos syndrome		[]				1
21193204	maxo:0010203	echocardiography		[]	treats			valvular anomalies	[]	mondo:0020066	ehlers-danlos syndrome		[]				1
21193204			decreased frequency of screening	[]	prevents			unnecessary interventions	[]	mondo:0020066	ehlers-danlos syndrome		[]				1
17024418			in situ hybridization	[]	treats			no specific symptom	[]	mondo:0020066	ehlers-danlos syndrome		[]				1
17024418			treats	[]	treats			collagen i fibrils	[]	mondo:0020066	ehlers-danlos syndrome		[]		chebi:16414	defective	1
16431952			ocular examination	[]	treats			abnormally thin and steep corneas	[]	mondo:0020066	ehlers-danlos syndrome		[]				1
16431952			corneal topography	[]	treats			abnormally thin and steep corneas	[]	mondo:0020066	ehlers-danlos syndrome		[]				1
16431952			pachymetry	[]	treats			abnormally thin and steep corneas	[]	mondo:0020066	ehlers-danlos syndrome		[]				1
16431952			specular microscopy	[]	treats			abnormally thin and steep corneas	[]	mondo:0020066	ehlers-danlos syndrome		[]				1
16431952			biochemical and immunochemical analyses	[]	treats			abnormally thin and steep corneas	[]	mondo:0020066	ehlers-danlos syndrome		[]	with col5a1	col5a1		1
16431952			light and electron microscopy	[]	treats			abnormally thin and steep corneas	[]	mondo:0020066	ehlers-danlos syndrome		[]				1
1745506			elective reconstructive surgery of the temporomandibular joint	[('MAXO:0000004', 'surgery')]	treats			severe, end-stage degenerative changes within the tmj	[('HP:0012828', 'Severe'), ('HP:0012828', 'Severe')]	mondo:0021895	temporomandibular joint dysfunction syndrome		[]				1
1745506			diagnosis	[]	treats			temporomandibular joint dysfunction syndrome	[]				[]				1
1745506			magnetic resonance imaging	[]	prevents			accelerated disk destruction and degenerative disease	[]	mondo:0021895	temporomandibular joint dysfunction syndrome		[]				1
25597651			attempted endovascular repair	[]	treats			common iliac artery dissection with rupture	[]			classic ehlers-danlos syndrome	[('MONDO:0002254', 'classic Ehlers-Danlos syndrome'), ('MONDO:0007522', 'Ehlers-Danlos syndrome')]				1
25597651			conversion to open repair	[]	treats			common iliac artery dissection with rupture	[]	mondo:0007522	classic ehlers-danlos syndrome		[]				1
