Citation	Subject	Subject Label	Non grounded Subject	Potential MAXO	Predicate	Object	Object Label	Non grounded Object	Potential HP	Qualifier	Qualifier Label	Non grounded Qualifier	Potential MONDO	Subject Qualifier	Subject Extension	Object Extension	Count
10894210	maxo:0001001	gene therapy		[]	treats			canavan disease	[]				[]				1
11279290			(13)c magnetic resonance spectroscopy (mrs) technique	[('MAXO:0009070', 'SPECT')]	measures			increased [naa]	[]	mondo:0010079	canavan disease		[]				1
11279290			(13)c magnetic resonance spectroscopy (mrs) technique	[('MAXO:0009070', 'SPECT')]	measures			decreased [aspartate]	[]	mondo:0010079	canavan disease		[]				1
11279290	maxo:0000757	infusion		[]	investigates			synthesis rate	[('HP:0001370', 'RA')]	mondo:0010079	canavan disease		[]		chebi:17234	n-acetyl-l-aspartate (naa)	1
33892849			increased utilization of next generation sequencing	[]	treats			diagnosis	[]			leukodystrophies	[]		next generation sequencing		1
33892849			stem cell therapies	[]	treats	hp:0002415	leukodystrophies		[]				[]				1
33892849			transduction of autologous hematopoietic stem cells	[]	treats	hp:0002415	leukodystrophies		[]				[]	with lentiviral vectors	lentiviral vectors		1
33892849			ex vivo gene therapy	[('MAXO:0001001', 'gene therapy'), ('MAXO:0001298', 'therapy')]	treats			x-linked adrenoleukodystrophy	[('HP:0001417', 'X-linked')]			leukodystrophies	[]		gene therapy	x-linked adrenoleukodystrophy	1
33892849			ex vivo gene therapy	[('MAXO:0001001', 'gene therapy'), ('MAXO:0001298', 'therapy')]	treats			metachromatic leukodystrophy	[('HP:0002415', 'Leukodystrophy')]	mondo:0019046	leukodystrophies		[]	ex vivo	gene therapy		1
33892849			direct infusion	[('MAXO:0000757', 'infusion')]	treats			canavan disease	[]	mondo:0019046	leukodystrophies		[]	with adeno-associated virus vectors	adeno-associated virus vectors		1
33892849			rna therapies	[]	treats	hp:0003269	pelizaeus-merzbacher disease		[]	mondo:0019046	leukodystrophies		[]		rna therapies		1
33892849			small molecule therapies	[]	treats	hp:0002415	leukodystrophies		[]				[]				1
33892849			protein therapies	[]	treats	hp:0002415	leukodystrophies		[]				[]		protein therapies		1
