PMID	Title	Abstract
23449113	Recent gene therapy advancements for neurological diseases.	The past few years have seen rapid advancements in vector-mediated gene transfer to the nervous system and modest successes in human gene therapy trials. The purpose of this review is to describe commonly-used viral gene transfer vectors and recent advancements towards producing meaningful gene-based treatments for central nervous system (CNS) disorders. Gene therapy trials for Canavan disease, Batten disease, adrenoleukodystrophy, and Parkinson's disease are discussed to illustrate the current state of clinical gene transfer to the CNS. Preclinical studies are under way for a number of diseases, primarily lysosomal storage disorders, using a newer generation of vectors and delivery strategies. Relevant studies in animal models are highlighted for Mucopolysaccharidosis IIIB and Krabbe disease to provide a prelude for what can be expected in the coming years for human gene transfer trials, using recent advancements in gene transfer technology. In conclusion, recent improvements in CNS gene transfer technology are expected to significantly increase the degree of disease rescue in future CNS-directed clinical trials, exceeding the modest clinical successes that have been observed so far.
33892849	Recent Advancements in the Diagnosis and Treatment of Leukodystrophies.	Leukodystrophies and genetic leukoencephalopathies comprise a growing group of inherited white matter disorders. Diagnostic rates have improved with increased utilization of next generation sequencing. As treatment options continue to advance for leukodystrophies, so will candidacy for inclusion in the United States' newborn Recommended Universal Screening Panel as was achieved for X-linked adrenoleukodystrophy. Stem cell therapies have become standard of care for selected leukodystrophies. However, transplantation-related risks remain high and outcomes are not fully satisfactory. Transduction of autologous hematopoietic stem cells with lentiviral vectors, referred to as ex vivo gene therapy, circumvents some, but not all, of the risks of traditional transplantation and has recently been demonstrated to be safe and efficective in clinical studies of X-linked adrenoleukodystrophy and metachromatic leukodystrophy. Gene therapy, through direct infusion of adeno-associated virus vectors, has emerged as a safer alternative for many monogenetic pediatric neurological disorders. Numerous preclinical studies have shown safety and efficacy of adeno-associated virus gene therapy in leukodystrophies allowing expanded access treatment for Canavan disease prior to initiation of a clinical trial. For inherited white matter disorders resulting from overexpression of a protein, such as Pelizaeus-Merzbacher disease, emerging RNA therapies have shown success in preclinical studies and promise for rapid translation to the clinic. Lastly, small molecule and protein therapies remain a long-term treatment option for a number of leukodystrophies, including intrathecal enzyme replacement therapy for metachromatic leukodystrophy. Herein we review recent advances in diagnosis and treatment of inherited white matter disorders.
11279290	Direct determination of the N-acetyl-L-aspartate synthesis rate in the human brain by (13)C MRS and [1-(13)C]glucose infusion.	A non-invasive (13)C magnetic resonance spectroscopy (MRS) technique is described for the determination of the N-acetyl-L-aspartate (NAA) synthesis rate, V(NAA), in the human brain in vivo. In controls, the mean V(NAA) was 9.2 +/- 3.9 nmol/min/g. In Canavan disease, where [NAA] is increased (p < 0.001) and [aspartate] is deceased (p < 0.001), V(NAA) was significantly reduced to 3.6 +/- 0.1 nmol/min/g (p < 0.001). These rates are in close agreement with the activity of the biosynthetic enzyme measured in vitro in animals, and with the rate of urinary excretion of NAA in human subjects with Canavan disease. The present result is consistent with the regulation of NAA synthesis by the activity of a single enzyme, L-aspartate-N-acetyltransferase, in vivo, and with its control in Canavan disease by limited substrate supply and/or product inhibition. The (13)C MRS technique provides the means for further determination of abnormal rates of neuronal NAA synthesis among neurological disorders in which low cerebral [NAA] has been identified.
10894210	Gene therapy for Canavan disease?	
25066302	Enhanced brain distribution of modified aspartoacylase.	Canavan disease is a fatal neurological disorder caused by defects in the gene that produces the enzyme aspartoacylase. Enzyme replacement therapy can potentially be used to overcome these defects if a stable enzyme form that can gain access to the appropriate neural cells can be produced. Achieving the proper cellular targeting requires a modified form of aspartoacylase that can traverse the blood-brain barrier. A PEGylated form of aspartoacylase that shows dramatic enhancement in brain tissue access and distribution has been produced. While the mechanism of transport has not yet been established, this modified enzyme is significantly less immunogenic than unmodified aspartoacylase. These improved properties set the stage for more extensive enzyme replacement trials as a possible treatment strategy. 
11713764	Global CNS gene transfer for a childhood neurogenetic enzyme deficiency: Canavan disease.	The neurogenetic prototypic disease on which we chose to test our gene therapy strategy is Canavan disease (CD). CD is an autosomal recessive leukodystrophy associated with spongiform degeneration of the brain. At present the disease is uniformly fatal in affected probands. CD is characterized by mutations in the aspartoacylase (ASPA) gene, resulting in loss of enzyme activity. In this review, recent evidence is summarized on the etiology and possible treatments for CD. In particular, we discuss two gene delivery systems representing recent advances in both viral and liposome technology: a novel cationic liposome-polymer-DNA (LPD) complex, DCChol/DOPE-protamine, as well as recombinant adeno-associated virus (AAV) vectors.
11916483	Critical issues in gene therapy for neurologic disease.	Gene therapy for the nervous system is a newly emerging field with special issues related to modes of delivery, potential toxicity, and realistic expectations for treatment of this vital and highly complex tissue. This review focuses on the potential for gene delivery to the brain, as well as possible risks and benefits of these procedures. This includes discussion of appropriate vectors, such as adeno-associated virus, lentivirus, gutless adenovirus, and herpes simplex virus hybrid amplicons, and cell vehicles, such as neuroprogenitor cells. Routes of delivery for focal and global diseases are enumerated, including use of migratory cells, facilitation of vascular delivery across the blood-brain barrier, cerebrospinal fluid delivery, and convection injection. Attention is given to examples of diseases falling into different etiologic types: metabolic deficiency states, including Canavan disease and lysosomal storage disorders; and degenerative conditions, including Parkinson's disease and other neurodegenerative conditions.
23253610	Long-term follow-up after gene therapy for canavan disease.	Canavan disease is a hereditary leukodystrophy caused by mutations in the aspartoacylase gene (ASPA), leading to loss of enzyme activity and increased concentrations of the substrate N-acetyl-aspartate (NAA) in the brain. Accumulation of NAA results in spongiform degeneration of white matter and severe impairment of psychomotor development. The goal of this prospective cohort study was to assess long-term safety and preliminary efficacy measures after gene therapy with an adeno-associated viral vector carrying the ASPA gene (AAV2-ASPA). Using noninvasive magnetic resonance imaging and standardized clinical rating scales, we observed Canavan disease in 28 patients, with a subset of 13 patients being treated with AAV2-ASPA. Each patient received 9 x 10(11) vector genomes via intraparenchymal delivery at six brain infusion sites. Safety data collected over a minimum 5-year follow-up period showed a lack of long-term adverse events related to the AAV2 vector. Posttreatment effects were analyzed using a generalized linear mixed model, which showed changes in predefined surrogate markers of disease progression and clinical assessment subscores. AAV2-ASPA gene therapy resulted in a decrease in elevated NAA in the brain and slowed progression of brain atrophy, with some improvement in seizure frequency and with stabilization of overall clinical status.
16568890	Adeno-associated virus as a gene therapy vector: vector development, production and clinical applications.	Adeno-associated virus (AAV) has emerged as an attractive vector for gene therapy. AAV vectors have successfully been utilized to promote sustained gene expression in a variety of tissues such as muscle, eye, brain, liver, and lung. As the significance of AAV as a gene therapy vector has been realized over the past years, recent developments in recombinant AAV (rAAV) production and purification have revolutionized the AAV field. It is now possible to produce high yields of vector (10(12)-10(13) genome-containing particles per mL) that are free of contaminating cellular and helper virus proteins. Such vectors have been successfully used in preclinical applications in animal models such as those of hemophilia, lysosomal storage diseases and vision deficiency, all of which have shown therapeutic benefits from rAAV treatment. Clinical trials using rAAV2 for the treatment of hemophilia B, cystic fibrosis, alpha-1-antitrypsin deficiency, and Canavan disease have begun, and reports from these phase I trials support the safety seen in preclinical trials. Eventually, tissue-specific vectors that can potentially evade the immune system will be required to optimize success in gene therapy. In recent years, this has led to the development of retargeted rAAV2 vectors and the identification and characterization of new serotypes from human and nonhuman primates that could potentially achieve these goals. AAV virologists and gene therapists alike have just begun to scratch the surface in terms of the utility of this small virus in a clinical setting. In this chapter, we will provide a comprehensive overview of the recent advances in rAAV vector production and purification, vector development, and clinical applications.
27288788	Non-genetic therapeutic approaches to Canavan disease.	Canavan disease (CD) is a rare leukodystrophy characterized by diffuse spongiform white matter degeneration, dysmyelination and intramyelinic oedema with consequent impairment of psychomotor development and early death. The molecular cause of CD has been identified as being mutations of the gene encoding the enzyme aspartoacylase (ASPA) leading to its functional deficiency. The physiological role of ASPA is to hydrolyse N-acetyl-l-aspartic acid (NAA), producing l-aspartic acid and acetate; as a result, its deficiency leads to abnormally high central nervous system NAA levels. The aim of this article is to review what is currently known regarding the aetiopathogenesis and treatment of CD, with emphasis on the non-genetic therapeutic strategies, both at an experimental and a clinical level, by highlighting: (a) major related hypotheses, (b) the results of the available experimental simulatory approaches, as well as (c) the relevance of the so far examined markers of CD neuropathology. The potential and the limitations of the current non-genetic neuroprotective approaches to the treatment of CD are particularly discussed in the current article, in a context that could be used to direct future experimental and (eventually) clinical work in the field. 
