10587981		Gene therapy of diseaseD030342 and diseaseD009369.The scope of gene transfer applications in 9606 therapy has expanded enormously over the last 15 years to include not only several types of diseaseD030342 but also a variety of genetic approaches to the treatment of diseaseD009369. Hematopoietic stem cells have been considered excellent targets for therapeutic gene transfer because of their capacity for self-renewal and for differentiation into multiple cellular lineages. Retrovirus-mediated gene transfer has been tested for treatment of diseases that specifically affect the hematopoietic system, such as diseaseC531816 and diseaseD006105. diseaseD006432 such as diseaseD005776, diseaseD008059 and diseaseD016532, diseaseD030342 that affect a broad range of tissue types, may also be amenable to treatment by gene transfer into hematopoietic cells, owing to the release of enzyme expressed in transduced cells with subsequent uptake by untransduced cells ("metabolic cross-correction"). Hematopoietic stem cells may also be targeted for introduction of drug-resistance genes for the purpose of protecting normal tissues from the toxic side-effects of diseaseD009369 chemotherapeutic agents, thus allowing more effective antitumor chemotherapy. The danger of introducing drug-resistance function into diseaseD009369 cells may be dealt with by including sequences specifically designed to reduce expression of oncogenes or to restore expression of diseaseD009369 suppressor genes. Current limitations on the efficiency of gene transfer into hematopoietic stem cells may be alleviated by the development of new vector systems such as adeno-associated virus or lentivirus vectors, or by advances in cell processing that render hematopoietic cells more susceptible to transduction. Drug-resistance genes may also be applied for in vivo selection to expand the representation of a small proportion of transduced hematopoietic cells. These approaches toward increasing the frequency of hematopoietic cell transduction contribute to the anticipated feasibility of gene therapy for diseaseD030342 and diseaseD009369.
24794685	Association|diseaseD016511|ncbi3718	Host natural killer immunity is a key indicator of permissiveness for donor cell engraftment in 9606 with diseaseD016511.BACKGROUND: diseaseD016511 (diseaseD016511) can be cured by using allogeneic hematopoietic stem cell transplantation, and the absence of host immunity often obviates the need for preconditioning. Depending on the underlying diseaseD030342 and when blocks in differentiation occur during lymphocyte ontogeny, infants with diseaseD016511 have absent or greatly reduced numbers of functional T cells. Natural killer (NK) cell populations are usually absent in the diseaseD016511 and ncbi3718 forms of diseaseD016511 and greatly reduced in diseaseC531816 diseaseD016511 but often present in other forms of the disorder. OBJECTIVE: To determine if diseaseD016511 phenotypes indicate host permissiveness to donor cell engraftment. METHODS: A retrospective data analysis considered whether host NK cells influenced donor T-cell engraftment, immune reconstitution, and long-term outcomes in children who had undergone nonconditioned allogeneic stem cell transplantation between 1990 and 2011 in the United Kingdom. Detailed analysis of T- and B-cell immune reconstitution and donor chimerism was compared between the NK(+) (n = 24) and NK(-) (n = 53) forms of diseaseD016511. RESULTS: Overall, 77 children underwent transplantation, with survival of 90% in matched sibling donor/matched family donor transplants compared with 60% when alternative donors were used. Infants with NK(-)diseaseD016511 were more likely to survive than NK(+) recipients (87% vs 62%, P < .01) and had high-level donor T-cell chimerism with superior long-term recovery of ncbi920 T-cell immunity. Notably, 33% of children with NK(+)diseaseD016511 required additional transplantation procedures compared with only 8% of children with NK(-)diseaseD016511 (P < .005). CONCLUSIONS: NK(-)diseaseD016511 disorders are highly permissive for donor T-cell engraftment without preconditioning, whereas the presence of NK cells is a strong indicator that preparative conditioning is required for engraftment of T-cell precursors capable of supporting robust T-cell reconstitution.
19895994	Association|diseaseD016511|ncbi204	Outcomes of 9606 with diseaseD016511 treated with hematopoietic stem cell transplantation with and without preconditioning.BACKGROUND: The effect of pretransplantation conditioning on the long-term outcomes of 9606 receiving hematopoietic stem cell transplantation for diseaseD016511 (diseaseD016511) has not been completely determined. OBJECTIVE: We sought to assess the outcomes of 23 mostly conditioned 9606 with diseaseD016511 and compare their outcomes with those of 25 previously reported nonconditioned 9606 with diseaseD016511 who underwent transplantation. METHODS: In the present study we reviewed the medical records of these 23 consecutive, mostly conditioned 9606 with diseaseD016511 who underwent transplantation between 1998 and 2007. RESULTS: Eighteen 9606 (median age at transplantation, 10 months; range, 0.8-108 months) received haploidentical mismatched related donor, matched unrelated donor, or mismatched unrelated donor transplants, 17 of whom received pretransplantation conditioning (with 1 not conditioned); 13 (72%) 9606 engrafted with donor cells and survive at a median of 3.8 years (range, 1.8-9.8 year); 5 (38%) of 13 9606 require intravenous immunoglobulin; and 6 of 6 age-eligible children attend school. Of 5 recipients (median age at transplantation, 7 months; range, 2-23 months) of matched related donor transplants, all 5 engrafted and survive at a median of 7.5 years (range, 1.5-9.5 year), 1 recipient requires intravenous immunoglobulin, and 3 of 3 age-eligible children attend school. Gene mutations were known in 16 cases: mutation in the common gamma chain of the IL-2 receptor (ncbi3561) in 7 9606, mutation in the alpha chain of the IL-7 receptor (ncbi3575) in 4 9606, mutation in the recombinase-activating gene (ncbi5896) in 2 9606, diseaseC531816 (diseaseC531816) in 2 9606, and ncbi204 (ncbi204) in 1 9606. Early outcomes and quality of life of the previous nonconditioned versus the present conditioned cohorts were not statistically different, but longer-term follow-up is necessary for confirmation. CONCLUSIONS: Hematopoietic stem cell transplantation in 9606 with diseaseD016511 results in engraftment, long-term survival, and a good quality of life for the majority of 9606 with or without pretransplantation conditioning.
19179314	Negative_Correlation|chemicalD002066|diseaseD016511; Association|chemicalC030985|ncbi100; Association|diseaseD007153|ncbi100; Association|diseaseD016511|ncbi100; Negative_Correlation|diseaseC531816|ncbi100	Gene therapy for diseaseD007153 due to diseaseC531816.BACKGROUND: We investigated the long-term outcome of gene therapy for diseaseD016511 (diseaseD016511) due to the lack of ncbi100 (ncbi100), a fatal disorder of chemicalC030985 metabolism and diseaseD007153. METHODS: We infused autologous CD34+ bone marrow cells transduced with a retroviral vector containing the ncbi100 gene into 10 children with diseaseD016511 due to diseaseC531816 who lacked an HLA-identical sibling donor, after nonmyeloablative conditioning with chemicalD002066. Enzyme-replacement therapy was not given after infusion of the cells. RESULTS: All 9606 are alive after a median follow-up of 4.0 years (range, 1.8 to 8.0). Transduced hematopoietic stem cells have stably engrafted and differentiated into myeloid cells containing ncbi100 (mean range at 1 year in bone marrow lineages, 3.5 to 8.9%) and lymphoid cells (mean range in peripheral blood, 52.4 to 88.0%). Eight 9606 do not require enzyme-replacement therapy, their blood cells continue to express ncbi100, and they have no signs of defective detoxification of chemicalC030985 metabolites. Nine 9606 had immune reconstitution with increases in T-cell counts (median count at 3 years, 1.07x10(9) per liter) and normalization of T-cell function. In the five 9606 in whom intravenous immune globulin replacement was discontinued, antigen-specific antibody responses were elicited after exposure to vaccines or viral antigens. Effective protection against diseaseD007239 and improvement in physical development made a normal lifestyle possible. Serious adverse events included diseaseD008133 (in two 9606), diseaseD006973 (in one), central-venous-catheter-related diseaseD007239 (in two), 10376 reactivation (in one), and diseaseD019693 (in one). CONCLUSIONS: Gene therapy, combined with reduced-intensity conditioning, is a safe and effective treatment for diseaseD016511 in 9606 with diseaseC531816. (ClinicalTrials.gov numbers, NCT00598481 and NCT00599781.)
9833480		[diseaseC531816].
28194615	Association|chemicalD011092|ncbi100; Negative_Correlation|chemicalD011092|diseaseC531816; Association|diseaseC531816|ncbi100	How We Manage diseaseC531816 (diseaseC531816).diseaseC531816 (diseaseC531816) accounts for 10-15% of cases of 9606 diseaseD053632. From what was once a uniformly fatal disease, the prognosis for infants with diseaseC531816 has improved greatly based on the development of multiple therapeutic options, coupled with more frequent early diagnosis due to implementation of newborn screening for diseaseD053632. We review the various treatment approaches for diseaseC531816 including allogeneic hematopoietic stem cell transplantation (HSCT) from a 9606 leukocyte antigen-matched sibling or family member or from a matched unrelated donor or a haplo-identical donor, autologous HSCT with gene correction of the hematopoietic stem cells (gene therapy-GT), and enzyme replacement therapy (ERT) with chemicalD011092-conjugated ncbi100. Based on growing evidence of safety and efficacy from GT, we propose a treatment algorithm for 9606 with diseaseC531816 that recommends HSCT from a matched family donor, when available, as a first choice, followed by GT as the next option, with allogeneic HSCT from an unrelated or haplo-identical donor or long-term ERT as other options.
19099832		[diseaseC531816 associated diseaseD016511 with disseminated diseaseD002644 after vaccination: a case report].OBJECTIVE: To enhance the knowledge of diseaseC531816 associated diseaseD016511 (diseaseD016511) with disseminated diseaseD002644 after vaccination. METHODS: With case report and review of literature, the background knowledge, clinical and laboratory findings, diagnosis and treatment of diseaseC531816 were discussed. RESULTS: The 9606 had the condition with diseaseD005183. The main complaint was more than three weeks of diseaseD005334 and diseaseD005076. He had received the live attenuated Oka strain diseaseD002644 vaccination approximately two weeks before the onset of diseaseD005076. diseaseD002644 was confirmed with direct immunofluorescence assay. The 9606 had mild diseaseD007970, with 3% lymphocytes. The initial immunologic workup included decreased IgG, IgM and ncbi973, abnormal expanded lymphocyte enumeration which confirmed the reduction of CD3, ncbi920, ncbi925, ncbi930 and ncbi4684. Enzyme testing for ADA activity showed remarkably low level in the hemolysate, as well as increased levels of deoxyadenosine nucleotides. CONCLUSION: diseaseC531816 has some characteristic clinical and laboratory findings. Management options for diseaseC531816 include hematopoietic stem cell transplantation, enzyme replacement therapy and gene therapy. diseaseD007153 should be considered in children with severe diseaseD005183. Live vaccine administration should be avoided in 9606 with diseaseD007153.
9857368		Towards gene therapy for the central nervous system.Gene therapy has generated enormous scientific, medical and public interest over the last decade. Clinical trials involving approximately 2000 9606 worldwide have targeted simple diseaseD030342 such as diseaseD003550, diseaseD009136, diseaseC531816, diseaseD005776 and diseaseD006938, as well as complex diseaseD003638 diseases such as diseaseD009369 and diseaseD000163. The central nervous system is a new and particularly exciting target for gene therapy because its unique properties prevent the successful treatment of many diseaseD009461 by conventional means. This review discusses the potential applications of in vivo gene therapy to diseaseD009461 that have the greatest potential for genetic treatments.
22578972		Delayed-onset diseaseC531816: strategies for an early diagnosis.
34184208	Association|diseaseC531816|ncbi947; Association|diseaseC531816|ncbi3492	Normal ncbi3492 Repertoire Diversity in an Infant with diseaseC531816 After Gene Therapy.PURPOSE: diseaseC531816 causes diseaseD016511 (diseaseD016511) through an accumulation of toxic metabolites within lymphocytes. Recently, diseaseC531816 has been successfully treated using lentiviral-transduced autologous ncbi947+ cells carrying the ADA gene. T and B cell function appears to be fully restored, but in many 9606' B cell numbers remain low, and assessments of the immunoglobulin heavy (IgHV) repertoire following gene therapy are lacking. METHODS: We performed deep sequencing of IgHV repertoire in peripheral blood lymphocytes from a child following lentivirus-based gene therapy for diseaseC531816 and compared to the IgHV repertoire in healthy infants and adults. RESULTS: After gene therapy, Ig diversity increased over time as evidenced by V, D, and J gene usage, N-additions, CDR3 length, extent of somatic hypermutation, and Ig class switching. There was the emergence of predominant ncbi3507, IgHG, and IgHA CDR3 lengths after gene therapy indicating successful oligoclonal expansion in response to antigens. This provides proof of concept for the feasibility and utility of molecular monitoring in following B cell reconstitution following gene therapy for diseaseC531816. CONCLUSION: Based on deep sequencing, gene therapy resulted in an IgHV repertoire with molecular diversity similar to healthy infants.
