Citation	Subject	Subject Label	Non grounded Subject	Potential MAXO	Predicate	Object	Object Label	Non grounded Object	Potential HP	Qualifier	Qualifier Label	Non grounded Qualifier	Potential MONDO	Subject Qualifier	Subject Extension	Object Extension	Count
17436295			linkage analysis	[]	treats			high mortality	[]	mondo:0005711	congenital diaphragmatic hernia (cdh)		[]				1
17436295			10k snp chip and microsatellite markers	[]	treats			high mortality	[]	mondo:0005711	congenital diaphragmatic hernia (cdh)		[]		10k snp chip and microsatellite markers		1
17436295			array-based comparative genomic hybridization (acgh)	[]	treats			high mortality	[]	mondo:0005711	congenital diaphragmatic hernia (cdh)		[]		array-based comparative genomic hybridization		1
17436295			fluorescence in situ hybridization (fish)	[]	treats			high mortality	[]	mondo:0005711	congenital diaphragmatic hernia (cdh)		[]		fluorescence in situ hybridization		1
17436295			multiplex ligation-dependent probe amplification (mlpa)	[]	treats			high mortality	[]	mondo:0005711	congenital diaphragmatic hernia (cdh)		[]				1
31846912			cochlear implantation surgery	[('MAXO:0000004', 'surgery'), ('MAXO:0000451', 'implantation')]	treats			impaired auditory performance	[]	mondo:0007363	agenesis of the corpus callosum (cca)		[]				1
31846912			listening progress profile (lip) tests	[]	assess			improved auditory performance	[]	mondo:0007363	agenesis of the corpus callosum (cca)		[]				1
31846912			meaningful auditory integration scale (mais) tests	[]	assess			improved auditory performance	[]	mondo:0007363	agenesis of the corpus callosum (cca)		[]				1
32657950			intubation	[]	treats	hp:0000776	diaphragmatic hernia		[]	mondo:0009104	donnai-barrow syndrome		[]				1
32657950	maxo:0000509	positive pressure ventilation		[]	treats	hp:0000776	diaphragmatic hernia		[]	mondo:0009104	donnai-barrow syndrome		[]				1
32657950	maxo:0000066	oxygen supplementation		[]	treats	hp:0000776	diaphragmatic hernia		[]	mondo:0009104	donnai-barrow syndrome		[]		chebi:25805		1
32657950			extracorporeal membrane oxygenation therapy	[('MAXO:0000515', 'extracorporeal membrane oxygenation'), ('MAXO:0001298', 'therapy')]	treats			congenital diaphragmatic hernia	[('HP:0000776', 'Congenital diaphragmatic hernia'), ('HP:0000776', 'Diaphragmatic hernia')]			donnai-barrow syndrome	[('MONDO:0003024', 'Donnai-Barrow syndrome'), ('MONDO:0000840', 'Donnai-Barrow syndrome')]		extracorporeal membrane oxygenation therapy		1
32657950	maxo:0000004	surgery		[]	treats	hp:0000776	diaphragmatic hernia		[]	mondo:0009104	donnai-barrow syndrome		[]				1
32657950	maxo:0000504	tracheostomy		[]	treats	hp:0000776	diaphragmatic hernia		[]	mondo:0009104	donnai-barrow syndrome		[]				1
32657950			gastrostomy tube placement	[('MAXO:0001346', 'gastrostomy')]	treats	hp:0000776	diaphragmatic hernia		[]	mondo:0009104	donnai-barrow syndrome		[]				1
32657950	maxo:0001075	circumcision		[]	prevents			infection	[]	mondo:0009104	donnai-barrow syndrome		[]				1
32657950			ventricular septal defect repair	[]	treats	hp:0001636	tetralogy of fallot		[]	mondo:0009104	donnai-barrow syndrome		[]				1
32657950			cleft lip repair	[]	treats	hp:0410030	cleft lip		[]	mondo:0009104	donnai-barrow syndrome		[]				1
32657950	maxo:0000011	physical therapy		[]	prevents	hp:0001263	developmental delay		[]	mondo:0009104	donnai-barrow syndrome		[]				1
32657950	maxo:0001351	occupational therapy		[]	prevents	hp:0001263	developmental delay		[]	mondo:0009104	donnai-barrow syndrome		[]				1
32657950	maxo:0000930	speech therapy		[]	prevents	hp:0001263	developmental delay		[]	mondo:0009104	donnai-barrow syndrome		[]				1
17621530			prophylactic barrier photocoagulation	[]	prevents	hp:0000541	retinal detachment		[]	mondo:0009104	donnai-barrow syndrome		[]				1
23992033	maxo:0009004	exome sequencing		[]	treats	hp:0011003	high myopia		[]			lrp2 mutation-related syndrome	[('MONDO:0002254', 'syndrome'), ('MONDO:0016019', 'RE')]				1
23992033	maxo:0009004	exome sequencing		[]	treats	hp:0000565	esotropia		[]			lrp2 mutation-related syndrome	[('MONDO:0002254', 'syndrome'), ('MONDO:0016019', 'RE')]				1
23992033	maxo:0009004	exome sequencing		[]	treats			vitreous changes	[]			lrp2 mutation-related syndrome	[('MONDO:0002254', 'syndrome'), ('MONDO:0016019', 'RE')]				1
23992033			exome sequencing	[('MAXO:0009004', 'exome sequencing')]	treats			cataract	[('HP:0000518', 'Cataract')]			lrp2 mutation-related syndrome	[('MONDO:0002254', 'syndrome'), ('MONDO:0016019', 'RE')]		exome sequencing	lrp2 mutation-related syndrome	1
