PMID	Title	Abstract
19621255	Preimplantation genetic diagnosis of P450 oxidoreductase deficiency and Huntington Disease using three different molecular approaches simultaneously.	PURPOSE: Description of the confluence of different molecular techniques to detect three different mutations in one cell. The man carries a 20 base pair insertion in exon 12 of the POR gene (c.1551_1552ins20), and the woman carries a point mutation in exon 8 of the POR gene (c.859G>C) plus a triplet repeat expansion in the HTT gene. METHODS: Huntington Disease (HD) had to be diagnosed using short tandem repeat (STR) markers linked to the HTT gene. The mutation c.1551_1552ins20 was analyzed by fragment size and c.859G>C was minisequenced. Furthermore, STR markers linked to the POR gene were included to support the diagnosis of P450 oxidoreductase (POR) deficiency. RESULTS: Nine embryos were diagnosed in total: three as POR deficiency affected, two as HD affected, one as POR deficiency and HD affected, and two as carriers of the paternal POR deficiency mutation and healthy for HD. These two last embryos were transferred but no pregnancy was achieved. CONCLUSIONS: A successful procedure combining direct and indirect methods for the detection of three different mutations in a single cell has been achieved for the first time.
18069970	Stem cell-based cell therapy for Huntington disease: a review.	Huntington disease (HD) is a devastating neurodegenerative disorder and no proven medical therapy is currently available to mitigate its clinical manifestations. Although fetal neural transplantation has been tried in both preclinical and clinical investigations, the efficacy is not satisfactory. With the recent explosive progress of stem cell biology, application of stem cell-based therapy in HD is an exciting prospect. Three kinds of stem cells, embryonic stem cells, bone marrow mesenchymal stem cells and neural stem cells, have previously been utilized in cell therapy in animal models of neurological disorders. However, neural stem cells were preferably used by investigators in experimental HD studies, since they have a clear capacity to become neurons or glial cells after intracerebral or intravenous transplantation, and they induce functional recovery. In this review, we summarize the current state of cell therapy utilizing stem cells in experimental HD animal models, and discuss the future considerations for developing new therapeutic strategies using neural stem cells.
9625960	In our parents' shadow. Huntington disease.	
32720531	Gene therapy and immunotherapy as promising strategies to combat Huntington's disease-associated neurodegeneration: emphasis on recent updates and future perspectives.	INTRODUCTION: Modulation of gene expression using gene therapy as well as modulation of immune activation using immunotherapy has attracted considerable attention as rapidly emerging potential therapeutic intervention for the treatment of HD. Several preclinical and clinical trials for gene-based therapy and immunotherapy/antibody-based have been conducted. AREAS COVERED: This review focused on the potential use of gene therapy and immuno-based therapies to treat HD, including the current status, the rationale for these approaches as well as preclinical and clinical data supporting it. Growing knowledge of HD pathogenesis has resulted in the discovery of new therapeutic targets, some of which are now in clinical trials. Focus has been allocated to RNA and DNA-based gene therapies for the reduction of mutant huntingtin (mHTT), using Immuno/antibody-based therapies. EXPERT OPINION: While safety and efficacy of gene therapy and immunotherapy has been well demonstrated for HD, therefore much focus has now been shifted to disease-modifying therapies. This review defines the current status and future directions of gene therapy and immunotherapies. The review summarizes by what means HD genetic root cause modification and functional restoration of mHtt protein could be achieved by using targeted multimodality gene therapy and immunotherapy to target intracellular and extracellular mHtt.
28371942	Physical Activity Self-Management and Coaching Compared to Social Interaction in Huntington Disease: Results From the ENGAGE-HD Randomized, Controlled Pilot Feasibility Trial.	BACKGROUND: Self-management and self-efficacy for physical activity is not routinely considered in neurologic rehabilitation. OBJECTIVE: This study assessed feasibility and outcomes of a 14-week physical activity self-management and coaching intervention compared with social contact in Huntington disease (HD) to inform the design of a future full-scale trial. DESIGN: Assessor blind, multisite, randomized pilot feasibility trial. SETTING: Participants were recruited and assessed at baseline, 16 weeks following randomization, and then again at 26 weeks in HD specialist clinics with intervention delivery by trained coaches in the participants' homes. PATIENTS AND INTERVENTION: People with HD were allocated to the ENGAGE-HD physical activity coaching intervention or a social interaction intervention. MEASUREMENTS: Eligibility, recruitment, retention, and intervention participation were determined at 16 weeks. Other outcomes of interest included measures of mobility, self-efficacy, physical activity, and disease-specific measures of motor and cognition. Fidelity and costs for both the physical activity and social comparator interventions were established. RESULTS: Forty percent ( n = 46) of eligible patients were enrolled; 22 were randomized to the physical intervention and 24 to social intervention. Retention rates in the physical intervention and social intervention were 77% and 92%, respectively. Minimum participation criteria were achieved by 82% of participants in the physical intervention and 100% in the social intervention. There was no indication of between-group treatment effects on function; however, increases in self-efficacy for exercise and self-reported levels of physical activity in the physical intervention lend support to our predefined intervention logic model. LIMITATIONS: The use of self-report measures may have introduced bias. CONCLUSIONS: An HD physical activity self-management and coaching intervention is feasible and worthy of further investigation.
18590443	Long-term follow-up of Huntington disease treated by bilateral deep brain stimulation of the internal globus pallidus.	"Deep brain stimulation is now accepted as a safe and efficient treatment for movement disorders including selected types of dystonia and dyskinesia. Very little, however, is known about its effect on other movement disorders, particularly for ""choreic"" movements. Huntington disease is a fatal autosomal-dominant neurodegenerative disorder characterized by movement disorders, progressive cognitive impairment, and psychiatric symptoms. Bilateral chronic stimulation of the internal globus pallidus was performed to control choreic movements in a 60-year-old man with a 10-year history of Huntington disease. Chronic deep brain stimulation resulted in remarkable improvement of choreic movements. Postoperative improvement was sustained after 4 years of follow-up with a marked improvement in daily quality of life."
9275265	Screening for Huntington disease and certain other dominantly inherited disorders: a case for preimplantation genetic testing.	
19667213	Progress and challenges in RNA interference therapy for Huntington disease.	Huntington disease is an incurable, dominant neurodegenerative disorder caused by polyglutamine repeat expansion in the huntingtin protein. Reducing mutant huntingtin expression may offer a treatment for Huntington disease. RNA interference has emerged as a powerful method to silence dominant disease genes. As such, it is being developed as a prospective Huntington disease therapy. Here I discuss the current progress and important remaining challenges of RNA interference therapy for Huntington disease.
11234911	Short-term effects of olanzapine in Huntington disease.	OBJECTIVE: The aim was to describe the short-term (6 months) effects of olanzapine on behavioral and motor clinical manifestations in a group of 11 patients with Huntington disease. METHOD: An open-pilot study of olanzapine (5 mg) in patients with clinical and genetic diagnosis of Huntington disease was used. The Unified Huntington Disease Rating Scale for clinical assessment and the Total Functional Capacity score for the disease-stage evaluation were used. A statistical analysis was performed to compare the effects of olanzapine on the Unified Huntington Disease Rating Scale scores at time 0 (baseline) and at time 1 (6 months). Comparisons of motor scores, of single behavioral items, and of TFC scores were performed within the group. RESULTS: The behavioral assessment score of items regarding depression, anxiety, irritability, and obsessions showed a significant improvement (range of p, 0.0134-0.048). Given the total behavioral scores (sum of all the items investigated), five patients significantly improved their behavioral score after a 6-month treatment (range of p, 0.013-0.047). Choreic movements improved, although not significantly (0.05 < or = p < or = 1). CONCLUSIONS: Olanzapine is a potentially useful antipsychotic drug, with significant short-term effects on behavioral changes, mainly in patients with severe psychiatric symptoms at the onset. It might be considered as a possible therapeutic choice for treatment of Huntington disease.
28947115	Contemporary health care for Huntington disease.	Providing medical care for people and families affected by Huntington disease (HD) can be a rewarding effort when realistic goals of improved quality of life and optimized functional status are set. Multiple disease symptoms can remit or improve with currently available pharmacologic and behavioral interventions, even though barriers exist that interfere with access to treatment. Connecting expert multidisciplinary teams with community-based care, developing treatment guidelines, and involving the HD family community in quality improvements can achieve an integrated system of health care delivery. Engaging people with HD in high-quality compassionate care will not only improve lives, it will also encourage participation in clinical trials that search for disease-modifying treatments that will reduce or bring the suffering of HD to an end.
14994927	[Dietetic management of patients with impaired swallowing].	Swallowing deficits may be present in patients with neurological, otolaryngoiatric or internal medicine diseases. These deficits impair their feeding capability, thus inducing malnutrition. Diet therapy in these conditions involves specific instructions for properly choosing, handling and eating food, in order to allow patients to preserve their autonomy and safety while eating, thus preventing malnutrition. We refer paradigmatically to patients with Huntington disease, which is the main neurologic cause of swallowing deficits, although these guidelines may be conveniently extended to other patients with impaired transit of food.
21960468	Adherence to use of a home-based exercise DVD in people with Huntington disease: participants' perspectives.	BACKGROUND: Individualized exercise instruction on a regular basis may be desirable for people with Huntington disease (HD). Sustained interventions, however, may not be the most feasible for lifelong disease management. It is critical, therefore, for physical therapists to find ways to facilitate engagement in independent exercise programs. The capabilities of DVD technology can make the DVD a useful format to facilitate engagement for people with HD who have motivational and cognitive problems. OBJECTIVE: The purpose of this study was to explore how people with HD used a home-based exercise DVD and how it was perceived by the participants and their caregivers. DESIGN: An exploratory, mixed-method design was used in this study. METHODS: Fifteen participants with HD were provided with an exercise DVD, developed by the authors, to support their engagement in a home-based exercise program. Exercise diaries were used to record adherence rates. Semistructured interviews were conducted to explore what factors affected the usability of the DVD. Conversations were audio recorded and fully transcribed. Content analysis approach was used to analyze the interviews. RESULTS: Most of the participants (11/15, 73.3%) adhered well to the use of the DVD. Participants felt that the exercises were suitable. Commitment of the caregiver as a key to the success of the program was the main theme that emerged from the data. Participants identified barriers and facilitators that affected adherence to using the exercise DVD and described management strategies that helped promote adherence to the exercise program. CONCLUSIONS: The DVD was perceived to be suitable and supportive. The DVD could be appropriate for use in supporting people with HD to engage in exercise at home, either outside of therapy sessions or upon completion of a therapy program.
22123587	Westphal variant Huntington disease and refractory catatonia: a case report.	A young woman with Westphal variant (juvenile) Huntington disease (HD) also developed catatonia. Catatonia is an underdiagnosed psychomotor syndrome often associated with neurological and psychiatric disorders, but it has rarely been documented in patients with HD. Catatonia usually responds to standard treatment with benzodiazepines and electroconvulsive therapy; however, this patient's catatonic syndrome did not improve until we augmented the standard treatment with amantadine and levodopa. The underlying pathophysiology and a neurochemical hypothesis of HD and catatonia can explain their comorbidity and the refractoriness of catatonia to treatment. Both conditions are linked to dysregulation of neurotransmitters in the striatocortical and corticocortical pathways. This understanding may serve as a guide for the use of nonstandard treatments. Our evidence also suggests that electroconvulsive therapy can be useful and safe in the treatment of HD.
30191262	The effect of laquinimod, a novel immuno-modulator in development to treat Huntington disease, on the pharmacokinetics of ethinylestradiol and levonorgestrel in healthy young women.	PURPOSE: Laquinimod is an orally dosed immuno-modulator currently under development for Huntington's disease (HD). Preclinical findings suggest potential teratogenicity of laquinimod, thus the reproductive ability of females with HD treated with laquinimod needs to be closely managed. Because combined oral contraceptives (COC) are often used in this context, the pharmacokinetics of COC containing ethinylestradiol (EE) and levonorgestrel (LNG) in combination with laquinimod (0.6 mg/day) was evaluated. METHODS: In this randomized, phase-1 single-center, double-blind, placebo-controlled, 2-way crossover drug-drug interaction (DDI) study in 48 healthy premenopausal women, COC were administered in a 28-day regimen of 21 days followed by 7 pill-free days for 4 cycles and laquinimod or placebo was administered for 28 days in cycle 1 and cycle 3 starting 7 days prior to COC administration. Blood samples for pharmacokinetic profiling of laquinimod, EE and LNG were collected on day 21 and day 22 of Cycles 1 and 3 pre-dose and multiple times post-dose. RESULTS: The ratio of geometric means and 90% confidence intervals for AUC0-24 and Cmax of EE and LNG with and without laquinimod were all within the bioequivalence range (80 to 125%). Laquinimod pharmacokinetics was consistent with those observed in previous studies. The adverse event profile was in line with the current knowledge on the safety profile of both drugs, with headache as the most frequently reported treatment-related adverse event. CONCLUSION: The combination of COC and laquinimod treatment was found to be safe, tolerable, and devoid of any noticeable pharmacokinetic interaction.
21147489	The neurology and natural history of patients with indeterminate CAG repeat length mutations of the Huntington disease gene.	OBJECTIVE: This study aims to understand the neurological manifestations of patients with an indeterminate CAG repeat length (36-39) of the Huntingtin gene, HTT. METHODS: A longitudinal evaluation of 10 patients was performed. Duration of follow-up was mean=4.23 years (standard deviation 1.068; 95% CI 3.466-4.994; range 3-6.4 years). Three patients had a CAG repeat length of 37, three 38 and four 39. Mean CAG repeat length=38 (standard deviation 0.88; 95% CI 37.47-38.73; range 37-39). Data from clinical histories, neurological examinations, the United Huntington's Disease Rating Scale (UHDRS) and MRI imaging were collected. RESULTS: Four patients developed facial chorea, ataxia, impaired tongue protrusion, abnormal saccades and intermittent eye pursuits, dysarthria and impaired Luria 3 hand test. Early in its natural history the neurological syndrome is dominated by perioral chorea, subtle cognitive deficits and mild ataxia. Three patients developed a formal diagnosis of HD within 5 years. The illness progression was variable and associated with different co-morbidities. MRI scans showed ventricular dilatation as a common finding. Scores from UHDRS, Total Functional Capacity (TFC) and mini-mental state examination (MMSE) suggested significant behavioural and functional impairment with compromised cognitive abilities. Two patients had subtle manifestations and four remained asymptomatic (3 patients CAG=37; 1 patient CAG=39). CONCLUSIONS: This study documents the disease manifestations and natural history of people with CAG repeat lengths within the indeterminate range. The findings reveal heterogeneity in disease progression and have implications on the advice that should be given to patients and families on risk assessment and prognosis. Long-term follow up of such patients is essential as the neurological presentation of indeterminate CAG repeat length mutation might be accelerated by associated medical disorders and treatments, environmental and modifying genetic factors.
23108692	A randomized, double-blind, placebo-controlled study of latrepirdine in patients with mild to moderate Huntington disease.	BACKGROUND Latrepirdine is an orally administered experimental small molecule that was initially developed as an antihistamine and subsequently was shown to stabilize mitochondrial membranes and function, which might be impaired in Huntington disease. OBJECTIVE To determine the effect of latrepirdine on cognition and global function in patients with mild to moderate Huntington disease. DESIGN Randomized, double-blind, placebo-controlled study. SETTING Sixty-four research centers in Australia, Europe, and North America. PATIENTS Four hundred three patients with mild to moderate Huntington disease and baseline cognitive impairment (Mini-Mental State Examination score, 10-26). INTERVENTION Latrepirdine (20 mg) vs matching placebo administered orally 3 times daily for 26 weeks. MAIN OUTCOME MEASURES The co-primary outcome measures were cognition as measured by the change in Mini-Mental State Examination score from baseline to week 26 and global function at week 26 as measured by the Clinician Interview-Based Impression of Change, plus carer interview, which ranges from 1 (marked improvement) to 7 (marked worsening). Secondary efficacy outcome measures included behavior, daily function, motor function, and safety. RESULTS The mean change in Mini-Mental State Examination score among participants randomized to latrepirdine (1.5-point improvement) did not differ significantly from that among participants randomized to placebo (1.3-point improvement) (P=.39). Similarly, the distribution of the Clinician Interview-Based Impression of Change, plus carer interview did not differ significantly among those randomized to latrepirdine compared with placebo (P=.84). No significant treatment effects were detected on the secondary efficacy outcome measures. The incidence of adverse events was similar between those randomized to latrepirdine (68.5%) and placebo (68.0%). CONCLUSION In patients with mild to moderate Huntington disease and cognitive impairment, treatment with latrepirdine for 6 months was safe and well tolerated but did not improve cognition or global function relative to placebo. TRIAL REGISTRATION clinicaltrials.gov Identifier: NCT00920946.
34697770	Emerging Novel Approaches for the Enhanced Delivery of Natural Products for the Management of Neurodegenerative Diseases.	Neurodegenerative diseases (NDs) such as Alzheimer's disease, Parkinson's disease, Huntington disease, amyotrophic lateral sclerosis, and prion disease affect any part of the brain. The complete mechanism of ND is unknown, but there are some molecular mechanism and chemical process. Natural compounds have better compatibility with the human body along with lesser side effects. Moreover, several studies showed that various natural compounds have significant neuroprotective, potent antioxidant, and anti-inflammatory properties, which are effective for treating the different type of ND. In ND, natural compounds act by various mechanisms such as preventing the generation of reactive oxygen species (ROS), eliminating destructed biomolecules before their accumulation affects cell metabolism, and improving the disease conditions. But due to the presence of the blood-brain barrier (BBB) layer and unfavorable pharmacokinetic properties of natural compounds, their delivery into the brain is limited. To minimize this problem and enhance drug delivery into the brain with an effective therapeutic dose, there is a need to develop a practical novel approach. The various studies showed that nanoformulations and microneedles (MN) containing natural compounds such as quercetin, curcumin, resveratrol, chrysin, piperine, ferulic acid, huperzine A, berberine, baicalein, hesperetin, and retinoic acid effectively improved many ND. In this review, the effect of such natural drug-loaded nanoformulation and MN patches on ND management is discussed, along with their merits and demerits. This review aims to introduce different novel approaches for enhancing natural drug delivery into the brain to manage various neurodegenerative diseases.
18977004	Late onset Huntington Disease: clinical and genetic characteristics of 34 cases.	We performed a retrospective observational study of thirty-four persons with late onset of Huntington Disease (HD) (onset range 60-79 years). CAG trinucleotide expansion size ranged from 38-44 repeats. Even at this late age a significant negative correlation (r=-0.421, p<0.05) was found between the length of repeat and age of onset. Important characteristics of these older subjects were: (1)Most (68%) were the first in the family to have a diagnosis of HD, (2) Motor problems were the initial symptoms at onset, (3) Disability increased and varied from mild to severe (4) Disease duration was somewhat shorter (12 years) than that reported for mid-life onset, (5) Death was often related to diseases of old age, such as cancer and cerebrovascular disease, (6) Serious falls were a major risk and (7) Global dementia may be associated with coincident Alzheimer disease. Recognizing these characteristics will help physicians and other health care providers better identify and follow the late onset presentation of this disease.
28947114	The role of rehabilitation therapy in Huntington disease.	The role of rehabilitation interventions is increasingly considered a key component to effective management of people with Huntington disease (HD). Lifestyle factors, such as activity level and exercise, as well as specific motor training may be helpful in managing the functional sequelae of HD and possibly slowing disease progression. In this chapter, we focus on the role of rehabilitation therapy in secondary and tertiary prevention of the potentially devastating consequences of HD. We provide a brief overview of the range of motor and cognitive impairments in HD and their effect on functional abilities. We further discuss emerging evidence in terms of the role of exercise, physical activity, and physical therapies in helping to minimize functional loss and maximize quality of life throughout the disease process. Future directions with respect to intensive and goal-directed exercise, including aerobic and strengthening programs, are also discussed. This is an area of particular importance alongside exploring the potential that motor-training paradigms have in mediating the effects of disease-modifying drugs, cell replacement therapy, or genetic manipulations, when available.
