Citation	Subject	Subject Label	Non grounded Subject	Potential MAXO	Predicate	Object	Object Label	Non grounded Object	Potential HP	Qualifier	Qualifier Label	Non grounded Qualifier	Potential MONDO	Subject Qualifier	Subject Extension	Object Extension	Count
25659636			whole-exome sequencing	[('MAXO:0009004', 'exome sequencing')]	prevents			diagnostic odyssey	[]			episodic ataxia type 1	[('MONDO:0000437', 'episodic ataxia type 1'), ('MONDO:0100308', 'episodic ataxia')]		whole-exome sequencing		1
25659636			clinical evaluation	[]	treats			diagnostic odyssey	[]			episodic ataxia type 1	[('MONDO:0000437', 'episodic ataxia type 1'), ('MONDO:0100308', 'episodic ataxia')]				1
25659636			magnetic resonance neuroimaging	[]	treats			unknown	[]	mondo:0008047	episodic ataxia type 1		[]				1
25659636			electromyography	[]	treats			unknown	[]	mondo:0008047	episodic ataxia type 1		[]				1
25659636	maxo:0000932	electroencephalography		[]	treats			unknown	[]	mondo:0008047	episodic ataxia type 1		[]				1
28193892			pharmacological deletion	[]	treats			broadened presynaptic spikes	[]	mondo:0008047	episodic ataxia type 1		[]		kv1.1		1
28193892			genetic deletion	[]	treats			broadened presynaptic spikes	[]	mondo:0008047	episodic ataxia type 1		[]		kv1.1		1
15843481			blocking kv1.1 and kv1.2 potassium channels	[]	increases			probability of evoking sad	[]	mondo:0000694	spreading acidification and depression (sad)		[]	with dendrotoxin k and tityustoxin	dendrotoxin k and tityustoxin		1
15843481			microinjection	[]	increases			parallel fiber excitability	[]			spreading acidification and depression	[('MONDO:0002050', 'depression'), ('MONDO:0011727', 'AN')]	with dtx-k	chebi:29987		1
15843481			treatment	[]	decreases			sad	[]			spreading acidification and depression	[('MONDO:0002050', 'depression'), ('MONDO:0011727', 'AN')]	with carbamazepine	chebi:3387		1
15843481			treatment	[]	decreases			likelihood of evoking sad	[]	mondo:0000694	spreading acidification and depression (sad)		[]	with acetazolamide	chebi:27690		1
19205071			epilepsy	[]	in			episodic ataxia type 1	[('HP:0001251', 'Episodic ataxia'), ('HP:0002131', 'Ataxia')]				[]				1
9183251			treatment	[]	treats			attacks of vertigo	[('HP:0002321', 'Vertigo')]	mondo:0007163	episodic ataxia type 2		[]		chebi:27690		1
9183251			treatment	[]	treats	hp:0001251	ataxia		[]	mondo:0007163	episodic ataxia type 2		[]		chebi:27690		1
32331416			targeting kv1.1 for treatment	[]	treats	hp:0001251	ataxia		[]	mondo:0008047	episodic ataxia type 1		[]		kv1.1		1
32331416			targeting kv1.1 for treatment	[]	treats	hp:0002411	myokymia		[]	mondo:0008047	episodic ataxia type 1		[]		kv1.1		1
32331416			targeting kv1.1 for treatment	[]	treats	hp:0034351	neuromyotonia		[]	mondo:0008047	episodic ataxia type 1		[]		kv1.1		1
32331416			targeting kv1.1 for treatment	[]	prevents			seizure susceptibility	[('HP:0001250', 'Seizure')]	mondo:0008047	episodic ataxia type 1		[]		kv1.1		1
22206926			expression studies	[]	treats	hp:0002411	myokymia		[]	mondo:0008047	episodic ataxia type 1		[]	homomeric and heteromeric	kv1.1 channels		1
22206926			expression studies of homomeric and heteromeric kv1.1 channels in hek cells and xenopus oocytes	[]	treats			neuromyotonia	[('HP:0034351', 'Neuromyotonia')]	mondo:0008047	episodic ataxia type 1		[]				1
22206926			expression studies	[]	treats			spontaneous epileptic seizures	[('HP:0001250', 'Seizure'), ('HP:0001250', 'Epileptic seizure')]	mondo:0008047	episodic ataxia type 1		[]	in hek cells and xenopus oocytes	homomeric and heteromeric kv1.1 channels		1
23677664			medical treatment	[]	treats			paroxysmal cerebellar symptoms	[]			acetazolamide-responsive ataxia	[('MONDO:0000437', 'ataxia'), ('MONDO:0100308', 'ataxia')]		chebi:27690		1
15474044			sensitisation	[]	contributes to			attacks of generalized ataxia	[('HP:0001251', 'Ataxia'), ('HP:0012837', 'Generalized')]			episodic ataxia type-1	[('MONDO:0000437', 'episodic ataxia'), ('MONDO:0100308', 'ataxia')]		chebi:27363		1
15474044			sensitisation	[]	contributes to			continuous myokymia	[('HP:0002411', 'Myokymia')]			episodic ataxia type-1	[('MONDO:0000437', 'episodic ataxia'), ('MONDO:0100308', 'ataxia')]		zn2+		1
27381274			visually targeted patch-clamp recordings	[]	treats			action potential broadening	[]	mondo:0008047	episodic ataxia type 1		[]				1
27381274			kv1.1 dysfunction	[]	treats			increased ca(2+) influx	[]	mondo:0008047	episodic ataxia type 1		[]		kv1.1 dysfunction		1
27381274			kv1.1 dysfunction	[]	treats			increased gaba release	[]	mondo:0008047	episodic ataxia type 1		[]		kv1.1 dysfunction		1
27381274			kv1.1 dysfunction	[]	treats			decreased spontaneous purkinje cell firing	[]	mondo:0008047	episodic ataxia type 1		[]		kv1.1 dysfunction		1
11233674			review of anti-epileptic drugs	[]	treats			increased neuronal excitability	[]	mondo:0005027	epilepsy		[]		anti-epileptic drugs		1
11233674			review of anti-epileptic drugs	[]	treats			synchronicity	[]	mondo:0005027	epilepsy		[]		anti-epileptic drugs		1
11233674			review of anti-epileptic drugs	[]	treats			hyperexcitability	[]	mondo:0005027	epilepsy		[]		anti-epileptic drugs		1
28676720			biophysical assessment	[]	treats			typical signs and symptoms	[]	mondo:0008047	episodic ataxia type 1		[]				1
28676720			structural analysis	[]	treats			typical signs and symptoms	[]	mondo:0008047	episodic ataxia type 1		[]				1
28676720			mutation	[]	prevents			typical signs and symptoms	[]	mondo:0008047	episodic ataxia type 1		[]	with	phenylalanine to valine		1
15800194			immunohistochemical studies	[]	prevents			increased respiration during hypoxia	[('HP:0012418', 'Hypoxia')]	mondo:0008047	episodic ataxia type 1		[]				1
15800194			plethysmography	[]	treats			increased respiration	[]	mondo:0008047	episodic ataxia type 1		[]				1
15800194			in vitro sensory discharge measurement	[]	treats	hp:0100022	movement disorders		[]	mondo:0008047	episodic ataxia type 1		[]				1
15800194			examination of epscs in brainstem slices	[]	treats			epilepsy	[('HP:0001250', 'Epilepsy')]			episodic ataxia type 1 (ea-1)	[('MONDO:0000437', 'episodic ataxia type 1'), ('MONDO:0100308', 'ataxia')]		epscs		1
23349320			clinical evaluation	[]	treats	hp:0002131	episodic ataxia		[]	mondo:0008047	episodic ataxia type 1		[]				1
23349320			genetic evaluation	[]	treats	hp:0002131	episodic ataxia		[]	mondo:0008047	episodic ataxia type 1		[]				1
23349320			neurophysiological evaluation	[]	treats	hp:0002131	episodic ataxia		[]	mondo:0008047	episodic ataxia type 1		[]				1
23349320			clinical evaluation	[]	treats	hp:0000365	hearing impairment		[]	mondo:0008047	episodic ataxia type 1		[]				1
23349320			genetic evaluation	[]	treats	hp:0000365	hearing impairment		[]	mondo:0008047	episodic ataxia type 1		[]				1
23349320			neurophysiological evaluation	[]	treats	hp:0000365	hearing impairment		[]	mondo:0008047	episodic ataxia type 1		[]				1
23349320			in vitro electrophysiology	[]	treats			loss of k(v)1.1 channel function	[]	mondo:0008047	episodic ataxia type 1		[]				1
23349320			immunocytochemistry	[]	treats			loss of k(v)1.1 channel function	[]	mondo:0008047	episodic ataxia type 1		[]				1
16208529			withdrawal of dopamine-receptor blockers	[]	treats			acute dystonic reactions	[('HP:0011009', 'Acute')]			acute movement disorders	[('MONDO:0005395', 'movement disorders'), ('MONDO:0005395', 'disorder')]		dopamine-receptor blockers		1
16208529			administration of anticholinergics	[]	treats			acute dystonic reactions	[('HP:0011009', 'Acute')]			acute movement disorders	[('MONDO:0005395', 'movement disorders'), ('MONDO:0005395', 'disorder')]		chebi:48873		1
16208529			cease	[]	treats	hp:0000711	restlessness		[]			acute movement disorders	[('MONDO:0005395', 'movement disorders'), ('MONDO:0005395', 'disorder')]		drb		1
16208529			administration of dantrolene	[]	treats			neuroleptic malignant syndrome	[]			acute movement disorders	[('MONDO:0005395', 'movement disorders'), ('MONDO:0005395', 'disorder')]		chebi:4317		1
16208529			administration of bromocriptine	[]	treats			neuroleptic malignant syndrome	[]			acute movement disorders	[('MONDO:0005395', 'movement disorders'), ('MONDO:0005395', 'disorder')]		chebi:3181		1
16208529			symptomatic treatment	[]	treats			autonomic failure	[]			acute movement disorders	[('MONDO:0005395', 'movement disorders'), ('MONDO:0005395', 'disorder')]	with dantrolene or bromocriptine	dantrolene or bromocriptine		1
16208529			administration of anticonvulsants	[]	treats	hp:0007166	paroxysmal dyskinesias		[]			acute movement disorders	[('MONDO:0005395', 'movement disorders'), ('MONDO:0005395', 'disorder')]		chebi:35623		1
16208529			administration of phenytoin	[]	treats			acute movement disorders	[('HP:0011009', 'Acute'), ('HP:0100022', 'Movement disorder')]			hereditary episodic ataxia type 1	[('MONDO:0017319', 'hereditary episodic ataxia'), ('MONDO:0000437', 'ataxia')]		chebi:8107		1
16208529			administration of acetazolamide	[]	treats			acute movement disorders	[('HP:0011009', 'Acute'), ('HP:0100022', 'Movement disorder')]			hereditary episodic ataxia type 2	[('MONDO:0017319', 'hereditary episodic ataxia'), ('MONDO:0000437', 'ataxia')]		chebi:27690		1
