PMID	Title	Abstract
19822162	Cross-modal influences of affect across social and non-social domains in individuals with Williams syndrome.	The Williams syndrome (WS) cognitive profile is characterized by relative strengths in face processing, an attentional bias towards social stimuli, and an increased affinity and emotional reactivity to music. An audio-visual integration study examined the effects of auditory emotion on visual (social/non-social) affect identification in individuals with WS and typically developing (TD) and developmentally delayed (DD) controls. The social bias in WS was hypothesized to manifest as an increased ability to process social than non-social affect, and a reduced auditory influence in social contexts. The control groups were hypothesized to perform similarly across conditions. The results showed that while participants with WS exhibited indistinguishable performance to TD controls in identifying facial affect, DD controls performed significantly more poorly. The TD group outperformed the WS and DD groups in identifying non-social affect. The results suggest that emotionally evocative music facilitated the ability of participants with WS to process emotional facial expressions. These surprisingly strong facial-processing skills in individuals with WS may have been due to the effects of combining social and music stimuli and to a reduction in anxiety due to the music in particular. Several directions for future research are suggested.
35543661	Quality of life of Brazilian families who have children with Williams syndrome.	This cross-sectional and descriptive study examined the family quality of life (FQoL) among 72 Brazilian families who have children with Williams syndrome, a rare genetic disorder in which most individuals have an intellectual disability, usually mild. Data were collected using sociodemographic and clinical data forms and the Beach Center FQoL Scale. The overall FQoL score was 3.90 +- 0.45, below the limit of four points considered satisfactory. Families felt more satisfied with the family interaction (4.11 +- 0.57), parenting (4.07 +- 0.42), and disability-related support (3.94 +- 0.62) domains, and less satisfied with the family's emotional (3.49 +- 0.73) and physical/material well-being (3.73 +- 0.74) domains. Paternal education, children's cardiopathy and autonomy in activities of daily living explained 24.5% of the variance in the overall FQoL. Measures are necessary to improve the emotional and physical/material well-being of families to reduce the family burden. Monitoring the child's cardiac condition and promoting independence in activities of daily living are also the main procedures.
11331257	Balloon dilation angioplasty of peripheral pulmonary stenosis associated with Williams syndrome.	BACKGROUND: Experience of balloon dilation of peripheral pulmonary stenosis (PPS) in Williams syndrome (WS) is limited. METHODS AND RESULTS: Catheterizations in all patients with WS undergoing therapy for PPS from 1984 to 1999 were reviewed. Criteria for successful dilation included an increase >50% in predilation diameter and a decrease >20% in ratio of right ventricular (RV) to aortic (Ao) systolic pressure. Median age and weight were 1.5 years and 9.5 kg. There were 134 dilations during 39 procedures in 25 patients. The success rate for initial dilations was 51%. In multivariate analysis, successful dilation was more likely (1) in distal than in central pulmonary arteries (P=0.02), (2) if the balloon waist resolved with inflation (P=0.001), and (3) with larger balloon/stenosis ratio (P<0.001). RV pressure was unchanged after dilation (96+/-30 versus 97+/-31 mm Hg), primarily because of failure to enlarge central pulmonary arteries. The Ao pressure increased (102+/-14 versus 109+/-19 mm Hg, P=0.03), and the RV/Ao pressure ratio decreased (0.97+/-0.34 versus 0.91+/-0.30, P=0.05). Aneurysms developed after 24 dilations (18%) and were not related to balloon/stenosis ratio. Balloon rupture in 12 dilations produced an aneurysm in all 7 cases when rupture was in a hypoplastic segment. Three patients died, none from pulmonary artery trauma, and all before 1994. CONCLUSIONS: Mortality occurred early in our experience. Despite successful dilation of distal pulmonary arteries, there was modest initial hemodynamic improvement, mainly because of persistent central pulmonary artery obstruction. A serial approach of distal dilations followed by surgical repair of proximal obstruction may be a rational and successful therapy.
20717952	Perception of emotion in musical performance in adolescents with autism spectrum disorders.	Individuals with autism spectrum disorders (ASD) are impaired in understanding the emotional undertones of speech, many of which are communicated through prosody. Musical performance also employs a form of prosody to communicate emotion, and the goal of this study was to examine the ability of adolescents with ASD to understand musical emotion. We designed an experiment in which each musical stimulus served as its own control while we varied the emotional expressivity by manipulating timing and amplitude variation. We asked children and adolescents with ASD and matched controls as well as individuals with Williams syndrome (WS) to rate how emotional these excerpts sounded. Results show that children and adolescents with ASD are impaired relative to matched controls and individuals with WS at judging the difference in emotionality among the expressivity levels. Implications for theories of emotion in autism are discussed in light of these findings.
30045083	Cardiovascular disease in Williams syndrome.	PURPOSE OF REVIEW: Williams syndrome is a multisystem disorder seen with some regularity at most pediatric centers and usually fairly often at larger centers. Cardiovascular abnormalities, because of elastin deficiency, are the leading cause of morbidity and mortality in patients with Williams syndrome. The present article presents a review of the most recent developments regarding the cardiovascular issues in Williams syndrome. RECENT FINDINGS: Cardiovascular abnormalities occur in 80% of patients with Williams syndrome, the majority of which are arterial stenoses. The stenoses seen in Williams syndrome now appear to arise from deficient circumferential arterial growth. Pharmacological therapies aimed at improving the vascular stenoses have shown some promise in animal models. Surgical outcomes for supravalvar aortic stenosis are good at most centers. Transcatheter interventions are largely ineffective in Williams syndrome. Multilevel surgical pulmonary artery reconstruction has excellent results for peripheral pulmonary artery stenosis. Periprocedural risk stratification and management algorithms may decrease the risk of cardiovascular complications. SUMMARY: Cardiovascular abnormalities are a major determining factor in the clinical picture and trajectory of patients with Williams syndrome. Advances in surgical techniques, medical therapeutic options, and periprocedural management hold promise for significant improvements in the cardiovascular outcomes of these patients.
11554073	[Effective use of electrolized soft acid aqueous solution for treatment of mediastinitis following cardiac surgery].	Mediastinitis following cardiac surgery occurs infrequently, but features both high mortality and morbidity, especially in patients with an artificial graft. A 24-year-old man was admitted with a diagnosis of Williams'syndrome with supraaortic stenosis. After ascending aorta and hemiarch reconstruction, mediastinitis developed, which was treated successfully with mediastinal irrigation using electrolized soft acid aqueous solution at one liter per day for 3 days. This procedure appears to be an effective method for treatment of mediastinitis following cardiac surgery.
26749433	Description of common musculoskeletal findings in Williams Syndrome and implications for therapies.	Williams syndrome (WS), also referred to as Williams-Beuren syndrome (WBS), is a relatively rare genetic disorder affecting ~1/10,000 persons. Since the disorder is caused by a micro-deletion of ~1.5 Mb, it is not surprising that the manifestations of WS are extremely broad, involving most body systems. In this paper, we primarily focus on the musculoskeletal aspects of WS as these findings have not been the subject of a comprehensive review. We review the MSK features commonly seen in individuals with WS, along with related sensory and neurological issues interacting with and compounding underlying MSK abnormalities. We end by providing perspective, particularly from the vantage point of a physical therapist, on therapeutic interventions to address the most common MSK and related features seen in WS. Clin. Anat. 29:578-589, 2016.   2016 Wiley Periodicals, Inc. 
15812322	Global and local music perception in children with Williams syndrome.	Musical processing can be decomposed into the appreciation of global and local elements. This global/local dissociation was investigated with the processing of contour-violated and interval-violated melodies. Performance of a group of 16 children with Williams syndrome and a group of 16 control children were compared in a same-different task. Control participants were more accurate in detecting differences in the contour-violated than in the interval-violated condition while Williams syndrome individuals performed equally well in both conditions. This finding suggests that global precedence may occur at an early perceptual stage in normally developing children. In contrast, no such global precedence is observed in the Williams syndrome population. These data are discussed in the context of atypical cognitive profiles of individuals with Williams syndrome.
28589405	Drug-Coated Balloon Angioplasty: A Novel Treatment for Pulmonary Artery In-Stent Stenosis in a Patient with Williams Syndrome.	A 20-month-old boy with Williams syndrome had undergone multiple surgical and catheter-based interventions for resistant peripheral pulmonary arterial stenoses with eventual bilateral stent placement and conventional balloon angioplasty. He persistently developed suprasystemic right ventricular (RV) pressure. Angioplasty with a drug-coated balloon (DCB) was performed for in-stent restenosis and to remodel his distal pulmonary vessels bilaterally. This resulted in immediate improvement in the in-stent stenosis and resultant decrease in RV pressure. Follow-up catheterization two months later continued to show long-lasting improvement in the in-stent stenosis. We hypothesize that the anti-proliferative effects of DCBs may be of benefit in the arteriopathy associated with Williams syndrome. We report this as a novel use of a DCB in the pulmonary arterial circulation in a patient with Williams syndrome.
12529452	The impact of developmental visuospatial learning difficulties on British Sign Language.	There has been substantial research interest in recent years in the relationship between the development of language and cognition, especially where dissociations can be seen between them. Williams syndrome, a rare congenital disorder characterized by a fractionation of higher cortical functions, with relatively preserved language but marked difficulties with visuospatial constructive cognition, has been extensively studied. The case of Heather, who is remarkably similar to the characteristic phenotype of Williams syndrome in physical appearance and cognitive abilities, but who is also congenitally deaf and a user of British Sign Language, provides the first opportunity to explore the consequences of specific visuospatial learning difficulties on the linguistic system when the language used is visuospatial. Heather shows a pattern of impaired drawing ability and visual form discrimination, but preserved ability to discriminate faces. She has a large vocabulary in British Sign Language, and overall presents a picture of relative competence in British Sign Language grammar. However, she shows specific deficits in those areas of British Sign Language which directly rely on spatial representations for linguistic purposes. A number of theories as to the nature of her impairments and those found in Williams syndrome are discussed, using models of the relationship between language and visuospatial cognition based on data from this unique case.
19740193	A case report of rapid progressive coarctation and severe middle aortic syndrome in an infant with Williams syndrome.	Williams syndrome is a genetic disorder caused by multiple contiguous gene deletions in chromosome 7. Presentation in early life is most often a result of luminal stenosis of right- and left-sided arterial vasculature. We report the case of a newborn infant who had a rapidly progressing diffuse form of arteriopathy that required two surgeries and one percutaneous balloon dilation within the first 2 months of her life.
11931944	Audiovisual speech perception in Williams syndrome.	People with the genetic disorder of Williams syndrome (WS) show an anomalous cognitive profile, wherein some purely verbal and social communicative abilities are relatively proficient, while visuo-spatial skills can be extremely impaired. Face processing, while apparently relatively spared among visuo-spatial skills, can show deficits suggesting developmental immaturity. In this context, the exploration of visual and audiovisual speech perception in WS is of interest. A new test based on tokens from a single natural English speaker of the form /(inverted v)ba:/, /(inverted v) va:/, /(inverted v)(theta)a:/, /(inverted v)da:/ and /(inverted v)ga:/, digitally manipulated and presented in unimodal (vision alone, audition alone) and audiovisual conditions, was presented for participants to identify each token. Compared with age-matched controls, WS participants were impaired at visual but not auditory identification, and in audiovisual testing showed correspondingly reduced effects of vision on report of auditory token identity. Audiovisual integration was nevertheless demonstrable in WS. Speech-reading may require skills which do not reach age-appropriate levels in WS, despite their age-appropriate (auditory) phonological abilities.
33040742	Acute aortic dissection in a patient with Williams syndrome infected by COVID-19.	Cardiovascular involvement in COVID-19 has different features. Here we report the ominous fate of a neglected adolescent with Williams syndrome that was infected by SARS-CoV-2 and ended by acute aortic dissection.
33337781	Outcomes of an 8-Week Treadmill Training Program for a Toddler With Williams Syndrome: A Case Report.	PURPOSE: This case report highlights the functional and quality-of-life outcomes of an 8-week treadmill training program for an 18-month old child with Williams syndrome who is not walking. SUMMARY OF KEY POINTS: The child had clinical improvements in gross motor function and quality of life as determined by the Gross Motor Function Measure and Pediatric Quality of Life Inventory after 8 weeks of treadmill training as an outpatient. STATEMENT OF CONCLUSION AND RECOMMENDATIONS FOR CLINICAL PRACTICE: Treadmill training is clinically feasible and effective for this child with Williams syndrome. Further research is necessary for generalizability. Treadmill training should be considered when developing a plan of care for children with Williams syndrome who are not walking or children with similar deficits.
15103608	Bladed balloon angioplasty for peripheral pulmonary artery stenosis.	Treatment for peripheral pulmonary artery stenosis is challenging, and conventional balloon angioplasty has not proved to be universally effective. Evaluated was the efficacy of bladed balloon (BB) dilation to address vessels resistant to conventional high-pressure (10-15 atm) balloon angioplasty (BA). Thirty-one procedures were performed on 14 children with age range 1 month to 15 years. The diameter of the BB ranged from 3 to 8 mm. After BB dilation, all children had subsequent conventional BA (balloon size range, 3-10 mm). The minimal lumen diameter (MLD) before and after the procedure, whether there was a waist at initial BA, and BB diameter-to-MLD ratio before the procedure were measured. A > 50% increase in MLD was considered successful. Four children had Williams syndrome, two children Alagille syndrome, five children Fallot's tetralogy, and three miscellaneous lesions. The resistant stenosis was located in the right central pulmonary artery in 6, right branch pulmonary artery in 7, left central pulmonary artery in 6, and left branch pulmonary artery in 12 lesions. Median BB diameter was 253% (117-440%) of the MLD and increased from 2.0 +/- 0.7 to 3.2 +/- 0.8 mm (P < 0.0001), with a mean increase of 73% +/- 62%. There was an inverse relationship between the MLD before and increase after the procedure (r = 0.75; P < 0.001). The BB diameter-to-MLD ratio before procedure was significantly associated with the increase in MLD (r = 0.70; P < 0.001). After the procedure, 18 of the 31 procedures were considered successful. In all successful procedures, the BB diameter was greater than twice the MLD before the procedure. Comparing children with Williams and Alagille syndrome with the remaining eight children, there were no significant differences in the increase in MLD. A small aneurysm and thrombus were noticed in two and three children, respectively, but no fatal complications were reported. BB angioplasty is effective for resistant peripheral pulmonary artery stenosis when conventional BA fails. The diameter of the BB should be larger than twice the minimal luminal diameter of the stenotic lesion.
12760588	Supravalvar aortic stenosis: clinical and hemodynamic profile, and surgical outcome.	BACKGROUND: Supravalvar aortic stenosis is the rarest of left ventricular outflow obstructions. Data on this rare entity from India are scarce. METHODS AND RESULTS: We retrospectively analyzed the data of 15 patients (13 males, mean age 15.5+/-10.18 years) with a diagnosis of supravalvar aortic stenosis confirmed by cardiac catheterization. Five patients had morphological features of Williams' syndrome. One patient had diffuse while the rest had discrete type of supravalvar aortic stenosis. Five patients did not have any associated lesions. A 9-year-old male had an ascending aortic aneurysm, and 3 patients had associated peripheral pulmonary artery stenosis. One child had a subaortic ventricular septal defect, and another had severe mitral regurgitation. Twelve patients had electrocardiographic evidence of left ventricular hypertrophy. Three patients had mild aortic valvar stenosis while 2 had aortic regurgitation. Six patients had dilated coronary arteries. Two patients with supravalvar aortic gradients of 20 and 40 mmHg were kept on close follow-up. One patient was not willing to undergo surgery while the other is awaiting surgery. Eleven patients underwent surgical correction. Dacron or pericardial patch aortoplasty was done in all the patients. In addition, one patient each underwent pulmonary artery plasty, ventricular septal defect closure, repair of ascending aortic aneurysm, and mitral valve replacement. The patient with diffuse type of supravalvar aortic stenosis underwent augmentation aortoplasty. Two patients died perioperatively. One was lost to follow-up. Two had moderate residual gradients. The rest of the patients were in New York Heart Association functional class I on follow-up of 6.3+/-4.7 years. CONCLUSIONS: Repair of supravalvar aortic stenosis by single sinus aortoplasty is safe and produces good results.
10798276	[Congenital tubular supravalvular aortic stenosis with massive coronary artery dilatation in a 35-year-old man].	Supravalvular aortic stenosis is a rare cause of left ventricular outflow obstruction in adults. It occurs as an isolated defect sporadically or on a hereditary basis with an autosomal dominant trait without further phenotypical anomalies, or as part of the Williams syndrome with mental retardation and multiple other anomalies. This lesion was proved to result from a defect of the elastin coding gene. Supravalvular aortic stenosis is frequently associated with cardiovascular defects, particularly of the peripheral pulmonary arteries, thoracic aorta, carotid, subclavian, and coronary arteries and the aortic valve. The coronary arteries are subject to an increased perfusion pressure leading to dilatation, tortuosity and accelerated arteriosclerosis. We give details of a 35-year-old patient in whom a previously asymptomatic supravalvular aortic stenosis is associated with an excessive dilatation of the right coronary artery and the left anterior descending coronary artery as well as an ostium stenosis of the left common carotid artery. The patient did not present any phenotypical anomalies of the Williams syndrome.
31229480	Long-term Surgical Prognosis of Primary Supravalvular Aortic Stenosis Repair.	BACKGROUND: Supravalvular aortic stenosis (SVAS) represents a heterogeneous group, including Williams syndrome, familial elastin arteriopathy, sporadic cases, and others. This study sought to evaluate long-term outcomes of SVAS repair. METHODS: A total of 87 patients underwent surgical repair of congenital SVAS at Boston Children's Hospital in Boston, Massachusetts, between 1997 and 2017. A total of 41 patients had Williams syndrome, and 46 did not. Of the 46 patients who did not have Williams syndrome, 23 had sporadic SVAS, and 13 had familial elastin arteriopathy. Demographic data and outcomes were reviewed and analyzed from medical records. RESULTS: The median age at operation was 2.9 years. Mean z score of the sinotubular junction was -3.29 +- 1.42 and of the aortic root was -0.09 +- 1.19. A total of 26% (n = 22) patients had coronary ostium stenosis, and 41% (n = 9) of them required patch plasty. Survival rates at 5, 10, and 20 years were all 94.3%. Freedom from left ventricular outflow tract reoperation at 5, 10, and 20 years was 78.5%, 70.3%, and 70.3%, respectively. Freedom from aortic arch reintervention at 5, 10, and 20 years was 98.6%, 94.3%, 89.3%, respectively. In risk factors analysis, age younger than 1 year, z scores of the aortic valve and aortic root, and concomitant right ventricular outflow tract surgical repair were predictive of the need for reoperation and reintervention for left or right ventricular outflow tract obstruction. CONCLUSIONS: Excellent long-term survival rates can be achieved with surgical repair of SVAS. Age younger than 1 year, small aortic valve and aortic root z scores, and concomitant right ventricular outflow tract surgical repair were predictors of reoperation and reintervention.
