PMID	Title	Abstract
31235532	TransCon CNP, a Sustained-Release C-Type Natriuretic Peptide Prodrug, a Potentially Safe and Efficacious New Therapeutic Modality for the Treatment of Comorbidities Associated with Fibroblast Growth Factor Receptor 3-Related Skeletal Dysplasias.	TransCon CNP is a C-type natriuretic peptide (CNP-38) conjugated via a cleavable linker to a polyethylene glycol carrier molecule, designed to provide sustained systemic CNP levels upon weekly subcutaneous administration. TransCon CNP is in clinical development for the treatment of comorbidities associated with achondroplasia. In both mice and cynomolgus monkeys, sustained exposure to CNP via TransCon CNP was more efficacious in stimulating bone growth than intermittent CNP exposure. TransCon CNP was well tolerated with no adverse cardiovascular effects observed at exposure levels exceeding the expected clinical therapeutic exposure. At equivalent dose levels, reductions in blood pressure and/or an increase in heart rate were seen following single subcutaneous injections of the unconjugated CNP-38 molecule or a daily CNP-39 molecule (same amino acid sequence as Vosoritide, USAN:INN). The half-life of the daily CNP-39 molecule in cynomolgus monkey was estimated to be 20 minutes, compared with 90 hours for CNP-38, released from TransCon CNP. C max for the CNP-39 molecule (20 microg/kg) was approximately 100-fold higher, compared with the peak CNP level associated with administration of 100 microg/kg CNP as TransCon CNP. Furthermore, CNP exposure for the daily CNP-39 molecule was only evident for up to 2 hours postdose (lower limit of quantification 37 pmol/l), whereas TransCon CNP gave rise to systemic exposure to CNP-38 for at least 7 days postdose. The prolonged CNP exposure and associated hemodynamically safe peak serum concentrations associated with TransCon CNP administration are suggested to improve efficacy, compared with short-lived CNP molecules, due to better therapeutic drug coverage and decreased risk of hypotension. SIGNIFICANCE STATEMENT: The hormone C-type natriuretic peptide (CNP) is in clinical development for the treatment of comorbidities associated with achondroplasia, the most common form of human dwarfism. The TransCon Technology was used to design TransCon CNP, a prodrug that slowly releases active CNP in the body over several days. Preclinical data show great promise for TransCon CNP to be an effective and well-tolerated drug that provides sustained levels of CNP in a convenient once-weekly dose, while avoiding high systemic CNP bolus concentrations that can induce cardiovascular side effects.
38564174	Bariatric Surgery in Patients with Achondroplasia, a Feasibility Study of Two Case Studies.	BACKGROUND: Achondroplasia is a common skeletal dysplasia with a high prevalence of obesity in adulthood. Bariatric surgery has been shown to be effective in treating obesity and related comorbidities, but its feasibility and effectiveness in patients with achondroplasia have not been clearly established. OBJECTIVES: The objective of this study was to evaluate the feasibility and effectiveness of bariatric surgery in patients with achondroplasia. SETTING: This study was performed in France, and bariatric surgeons from the Societe Francaise et Francophone de Chirurgie de l'Obesite et des Maladies Metaboliques (French Francophone Society of Surgery for Obesity or Metabolic Diseases) were asked to participate. METHODS: Two adult women with confirmed achondroplasia and a high BMI were selected for laparoscopic sleeve gastrectomy. Preoperative data were collected, including demographic information, comorbidities, and follow-up at 1, 3, and 6 months and 1 year after surgery. Complications were monitored and recorded. RESULTS: Both patients had good excess weight loss outcomes, with an average excess weight loss of 60.5% 1 year after surgery. One patient had a follow-up of 3 years and an excess weight loss of 44%. The surgery was well-tolerated, and no major complications were observed. CONCLUSIONS: Bariatric surgery is feasible and effective in patients with achondroplasia, with good outcomes for excess weight loss and related comorbidities. These findings suggest that bariatric surgery should be considered a treatment option for patients with achondroplasia and obesity.
36280609	Plate fixation after lengthening with an external fixator in patients with achondroplasia : A comparative study between two centers.	BACKGROUND: This study compared internal fixation with a plate after lengthening (PAL) with an external fixator with the conventional method (CM) in terms of radiologic and clinical outcomes in the lower extremities of patients with achondroplasia. METHODS: In this study 20 patients (50 lower extremity long bones) who underwent PAL or CM were divided into 2 cohort groups. The amount of lengthening, percentage lengthening, external fixator index (EFI), external fixator time, Li regeneration index, complication rate, and knee range of motion (ROM) were compared between the groups. RESULTS: The median age was 9.4 years (range 6-16 years) in the PAL group and 12 years (range 9-16 years) in the CM group (p = 0.01). Males comprised 80% of the patients in the PAL group and 47% of the patients in the CM group (p = 0.02). The median amount of lengthening in the PAL and CM groups was 7.5 cm (range 5.5-9.5 cm) and 6.0 cm (range 5.5-9.0 cm), respectively (p < 0.01). The median percentage of lengthening in the PAL and CM groups was 44.6% (range 20.0-70.1%) and 43.0% (range 20.5-57.3%), respectively (p = 0.01). The median external fixator time in the PAL and CM groups was 127 days (range 94-185 days) and 180 days (range 105-355 days), respectively (p < 0.01). The median EFI in the PAL and CM groups was 21 days/cm (range 10-33 days/cm) and 27 days/cm (range 15-59 days/cm), respectively (p < 0.01). The Li regeneration index was 3 (interquartile range, IQR 2-4) in both groups (p = 0.2). The total complication rate was similar between the groups. CONCLUSION: In patients with achondroplasia, after lengthening with an external fixator, internal fixation with a plate can be a reliable alternative to the conventional method. LEVEL OF EVIDENCE: Level III therapeutic.
22472460	Atlanto-axial instability in achondroplastic dwarfs: a report of two cases and literature review.	BACKGROUND: Achondroplasia is the commonest form of human dwarfism. The authors report atlanto-axial instability, in consequence to os odontoideum in this subgroup of patients. METHODS: Two achondroplastic dwarfs harboring atlanto-axial dislocation are described along with radiological findings. RESULTS: Both children underwent successful internal rigid immobilization, using sublaminar atlanto-axial wiring. CONCLUSIONS: Craniovertebral junction instability should be evaluated among these children, whenever foramen magnum insufficiency is being considered.
32282831	Pharmacokinetics and safety after once and twice a day doses of meclizine hydrochloride administered to children with achondroplasia.	Achondroplasia (ACH) is the most common short-limbed skeletal dysplasia caused by activating mutations in the fibroblast growth factor receptor 3 (FGFR3) gene. We identified that meclizine hydrochloride inhibited FGFR3 signaling in various chondrocytic cells and promoted longitudinal bone growth in mouse model of ACH. Meclizine has safely been used for more than 50 years, but it lacks the safety data for repeated administration and pharmacokinetics (PK) when administered to children. We performed a phase Ia study to evaluate the PK and safety of meclizine administered orally to ACH children. Twelve ACH children aged from 5 to younger than 11 years were recruited, and the first 6 subjects received once a day of meclizine in the fasted condition, subsequent 6 subjects received twice a day of meclizine in the fed condition. Meclizine was well tolerated in ACH children with no serious adverse events. The mean Cmax, Tmax, AUC0-24h, t1/2 during 24 hours in the fasted condition were 130 ng/mL, 1.7 hours, 761 ng h/mL, and 8.5 hours respectively. The simulation of repeated administration of meclizine for 14 days demonstrated that plasma concentration apparently reached steady state around 10 days after the first dose both at once a day and twice a day administration. The AUC0-10h of the fasting and fed condition were 504 ng h/mL and 813 ng h/mL, respectively, indicating exposure of meclizine increased with the diet. Although higher drug exposure was confirmed in ACH children compared to adults, a single administration of meclizine seemed to be well tolerated.
38084006	Prophylactic Intramedullary Rodding After Femoral Lengthening in Patients With Achondroplasia and Hypochondroplasia.	BACKGROUND: Femoral fracture after femoral lengthening in patients with achondroplasia and hypochondroplasia is a frequent complication, occurring in up to 30%. The purpose of this study is to demonstrate the effectiveness of prophylactic intramedullary rodding in preventing this complication. METHODS: Multicenter retrospective study involving 86 femoral lengthening procedures in 43 patients with achondroplasia or hypochondroplasia. Forty-two femora (21 patients) were prophylactically managed with intramedullary Rush rodding after external fixation removal (11 females and 10 males, mean age 14.6 years) compared with 44 femora (22 patients) without prophylactic intramedullary rodding (13 females and 9 males, mean age 15.2 years). The mean amount of lengthening in the rodding group was 13.3 cm (52.6%) with an External Fixation Index of 25.8 days/cm; in patients without rodding was 14.3 cm (61.5%) and 24.5 days/cm, respectively. RESULTS: Seven cases (15.9%) without rodding developed fractures. Four of them required surgical correction due to displacement or shortening. Only 1 patient (2.4%) had fracture of the femur after prophylactic rodding, and surgery was not required. The incidence of femur fracture was significantly lower in the prophylactic rodding group compared with the nonrodding group (2.4% vs. 15.9%, respectively; P =0.034). There were no cases of infection or avascular necrosis. CONCLUSIONS: Prophylactic intramedullary rodding is a safe and effective method for preventing femoral fractures after femoral lengthening in patients with achondroplasia or hypochondroplasia. LEVEL OF EVIDENCE: Level III-a retrospective comparative study.
28501952	Final adult height in long-term growth hormone-treated achondroplasia patients.	The objective of this study was to evaluate the gain in final height of achondroplasia (ACH) patients with long-term growth hormone (GH) treatment. We analyzed medical data of 22 adult patients (8 males and 14 females) treated with GH at a dose of 0.05 mg/kg/day. Optionally, tibial lengthening (TL) was performed with the Ilizalov method in 15 patients and TL as well as femoral lengthening (FL) in 6 patients. Concomitant gonadal suppression therapy with buserelin acetate was applied in 13 patients. The mean treatment periods with GH were 10.7 +- 4.0 and 9.3 +- 2.5 years for males and females, respectively. GH treatment augmented the final height +0.60 +- 0.52 SD (+3.5 cm) and +0.51 +- 1.29 SD (+2.8 cm) in males and females compared to non-treated ACH patients, respectively. Final height of ACH patients that underwent GH and TL increased +1.72 +- 0.72 SD (+10.0 cm) and +1.95 +- 1.34 SD (+9.8 cm) in males and females, respectively. GH, TL, and FL increased their final height +2.97 SD (+17.2 cm) and +3.41 +- 1.63 SD (+17.3 cm) in males and females, respectively. Gonadal suppression therapy had no impact on final height. CONCLUSIONS: Long-term GH treatment contributes to 2.6 and 2.1% of final adult height in male and female ACH patients, respectively.
29512530	[Homeostasis and Disorder of Musculoskeletal System.Diagnosis and Treatment of Congenital Musculoskeletal Diseases.]	Congenital skeletal dysplasias have been considered to be fundamentally untreatable diseases. However, molecular diagnosis by genetic testing has become more prevalent, and efforts are being made to develop novel therapies based on the pathogenesis. As treatments for osteogenesis imperfecta, in addition to anti-resorptive agents, neutralizing antibodies against sclerostin and transforming growth factor(TGF)-beta and chemical chaperones can be beneficial. Enzyme replacement therapy using bone-targeting recombinant alkaline phosphatase has been recently developed to treat hypophosphatasia and has much improved the prognosis of the patients affected with severe forms of the disease. To treat the severe short stature in achondroplasia, drugs targeting the fibroblast growth factor receptor 3(FGFR3)-mediated signal are in development for clinical use.
21225389	Hypochondroplasia due to FGFR3 gene mutation (N540K) and mosaic form of Down syndrome in the same patient.	The simultaneous presence of Down syndrome and achondroplasia has rarely been reported in the literature, and our search revealed only six patients with such an association. We are reporting the first case of a patient with Down syndrome and hypochondroplasia. In this patient, Down syndrome was clinically recognised and confirmed by the cytogenetic finding of mosaic karyotype (47,XX,+21/46,XX) shortly after birth. She was subsequently diagnosed with hypochondroplasia at the age of 6 years when disproportional short stature, stocky habitus and macrocephaly were observed. These phenotypic findings were later confirmed by the presence of fibroblast growth factor receptor 3 (FGFR3) gene mutation N540K. The overlapping common clinical features of Down syndrome and hypochondroplasia resulted in delayed diagnosis of hypochondroplasia in our patient and the associated deleterious effect on her linear growth. Her final height is 126.5 cm, which is -3.76 standard deviations (SD) lower than the median height in patients with Down syndrome, and is under the lower borderline of the adult height range for women with hypochondroplasia.
34454631	Targeted gene correction and functional recovery in achondroplasia patient-derived iPSCs.	BACKGROUND: Achondroplasia (ACH) is the most common genetic form of dwarfism and belongs to dominant monogenic disorder caused by a gain-of-function point mutation in the transmembrane region of FGFR3. There are no effective treatments for ACH. Stem cells and gene-editing technology provide us with effective methods and ideas for ACH research and treatment. METHODS: We generated non-integrated iPSCs from an ACH girl's skin and an ACH boy's urine by Sendai virus. The mutation of ACH iPSCs was precisely corrected by CRISPR-Cas9. RESULTS: Chondrogenic differentiation ability of ACH iPSCs was confined compared with that of healthy iPSCs. Chondrogenic differentiation ability of corrected ACH iPSCs could be restored. These corrected iPSCs displayed pluripotency, maintained normal karyotype, and demonstrated none of off-target indels. CONCLUSIONS: This study may provide an important theoretical and experimental basis for the ACH research and treatment.
